file,da,nsd,paper,container.title,predicted,actual_da,actual_nsd,notes
Data/html/10.1128_.74.11.5083-5090.2000.html,NA,NA,https://journals.asm.org/doi/10.1128/.74.11.5083-5090.2000,Journal of Virology,Data/predicted/10.1128_.74.11.5083-5090.2000.csv,NA,NA,
Data/html/10.1128_.38.6.2348-2353.2000.html,NA,NA,https://journals.asm.org/doi/10.1128/.38.6.2348-2353.2000,Journal of Clinical Microbiology,Data/predicted/10.1128_.38.6.2348-2353.2000.csv,NA,NA,
Data/html/10.1128_.74.11.5133-5141.2000.html,NA,NA,https://journals.asm.org/doi/10.1128/.74.11.5133-5141.2000,Journal of Virology,Data/predicted/10.1128_.74.11.5133-5141.2000.csv,NA,NA,
Data/html/10.1128_154288106x14285806660487.html,NA,NA,https://journals.asm.org/doi/10.1128/154288106x14285806660487,Journal of Microbiology &amp; Biology Education,Data/predicted/10.1128_154288106x14285806660487.csv,NA,NA,
Data/html/10.1128_154288100x14285805552330.html,NA,NA,https://journals.asm.org/doi/10.1128/154288100x14285805552330,Journal of Microbiology &amp; Biology Education,Data/predicted/10.1128_154288100x14285805552330.csv,NA,NA,
Data/html/10.1128_.38.6.2398-2399.2000.html,NA,NA,https://journals.asm.org/doi/10.1128/.38.6.2398-2399.2000,Journal of Clinical Microbiology,Data/predicted/10.1128_.38.6.2398-2399.2000.csv,NA,NA,
Data/html/10.1128_iai.01122-09.html,No,No,https://journals.asm.org/doi/10.1128/iai.01122-09,Infection and Immunity,Data/predicted/10.1128_iai.01122-09.csv,No,No,
Data/html/10.1128_jcm.38.10.3843-3845.2000.html,No,No,https://journals.asm.org/doi/10.1128/jcm.38.10.3843-3845.2000,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.38.10.3843-3845.2000.csv,No,No,
Data/html/10.1128_jcm.41.2.886-888.2003.html,No,No,https://journals.asm.org/doi/10.1128/jcm.41.2.886-888.2003,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.41.2.886-888.2003.csv,Yes,Yes,"genbank numbers in a table, model missed them "
Data/html/10.1128_jvi.01471-15.html,No,No,https://journals.asm.org/doi/10.1128/jvi.01471-15,Journal of Virology,Data/predicted/10.1128_jvi.01471-15.csv,No,No,
Data/html/10.1128_iai.00188-21.html,No,No,https://journals.asm.org/doi/10.1128/iai.00188-21,Infection and Immunity,Data/predicted/10.1128_iai.00188-21.csv,No,No,
Data/html/10.1128_jcm.02291-14.html,No,No,https://journals.asm.org/doi/10.1128/jcm.02291-14,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.02291-14.csv,No,Yes,MLST and NGS comparison
Data/html/10.1128_jcm.01247-21.html,No,No,https://journals.asm.org/doi/10.1128/jcm.01247-21,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.01247-21.csv,No,No,
Data/html/10.1128_aem.00071-10.html,No,No,https://journals.asm.org/doi/10.1128/aem.00071-10,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.00071-10.csv,No,No,
Data/html/10.1128_aem.66.2.529-534.2000.html,No,No,https://journals.asm.org/doi/10.1128/aem.66.2.529-534.2000,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.66.2.529-534.2000.csv,No,No,confirmation 16S
Data/html/10.1128_aac.45.1.48-51.2001.html,No,No,https://journals.asm.org/doi/10.1128/aac.45.1.48-51.2001,Antimicrobial Agents and Chemotherapy,Data/predicted/10.1128_aac.45.1.48-51.2001.csv,No,No,
Data/html/10.1128_jvi.77.4.2651-2662.2003.html,No,No,https://journals.asm.org/doi/10.1128/jvi.77.4.2651-2662.2003,Journal of Virology,Data/predicted/10.1128_jvi.77.4.2651-2662.2003.csv,No,No,
Data/html/10.1128_jvi.77.23.12603-12616.2003.html,No,No,https://journals.asm.org/doi/10.1128/jvi.77.23.12603-12616.2003,Journal of Virology,Data/predicted/10.1128_jvi.77.23.12603-12616.2003.csv,No,No,
Data/html/10.1128_aac.02311-12.html,No,No,https://journals.asm.org/doi/10.1128/aac.02311-12,Antimicrobial Agents and Chemotherapy,Data/predicted/10.1128_aac.02311-12.csv,No,No,
Data/html/10.1128_aem.69.1.649-653.2003.html,No,No,https://journals.asm.org/doi/10.1128/aem.69.1.649-653.2003,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.69.1.649-653.2003.csv,No,No,
Data/html/10.1128_iai.00910-09.html,No,No,https://journals.asm.org/doi/10.1128/iai.00910-09,Infection and Immunity,Data/predicted/10.1128_iai.00910-09.csv,No,No,
Data/html/10.1128_msphere.00410-20.html,No,No,https://journals.asm.org/doi/10.1128/msphere.00410-20,mSphere,Data/predicted/10.1128_msphere.00410-20.csv,No,No,
Data/html/10.1128_iai.68.5.2948-2953.2000.html,No,No,https://journals.asm.org/doi/10.1128/iai.68.5.2948-2953.2000,Infection and Immunity,Data/predicted/10.1128_iai.68.5.2948-2953.2000.csv,No,No,
Data/html/10.1128_iai.00411-08.html,No,No,https://journals.asm.org/doi/10.1128/iai.00411-08,Infection and Immunity,Data/predicted/10.1128_iai.00411-08.csv,No,No,
Data/html/10.1128_aem.00375-09.html,No,No,https://journals.asm.org/doi/10.1128/aem.00375-09,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.00375-09.csv,No,No,microarray
Data/html/10.1128_jcm.38.4.1694-1695.2000.html,No,No,https://journals.asm.org/doi/10.1128/jcm.38.4.1694-1695.2000,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.38.4.1694-1695.2000.csv,No,No,
Data/html/10.1128_jvi.76.13.6701-6709.2002.html,No,No,https://journals.asm.org/doi/10.1128/jvi.76.13.6701-6709.2002,Journal of Virology,Data/predicted/10.1128_jvi.76.13.6701-6709.2002.csv,No,No,
Data/html/10.1128_aac.00710-13.html,No,No,https://journals.asm.org/doi/10.1128/aac.00710-13,Antimicrobial Agents and Chemotherapy,Data/predicted/10.1128_aac.00710-13.csv,No,No,
Data/html/10.1128_jb.01466-10.html,No,No,https://journals.asm.org/doi/10.1128/jb.01466-10,Journal of Bacteriology,Data/predicted/10.1128_jb.01466-10.csv,No,No,this was a verification study and the model was correct
Data/html/10.1128_aac.01122-10.html,No,No,https://journals.asm.org/doi/10.1128/aac.01122-10,Antimicrobial Agents and Chemotherapy,Data/predicted/10.1128_aac.01122-10.csv,No,No,
Data/html/10.1128_jvi.78.24.14023-14032.2004.html,No,No,https://journals.asm.org/doi/10.1128/jvi.78.24.14023-14032.2004,Journal of Virology,Data/predicted/10.1128_jvi.78.24.14023-14032.2004.csv,No,No,
Data/html/10.1128_jcm.42.10.4832-4834.2004.html,No,No,https://journals.asm.org/doi/10.1128/jcm.42.10.4832-4834.2004,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.42.10.4832-4834.2004.csv,No,No,
Data/html/10.1128_jvi.00547-11.html,No,No,https://journals.asm.org/doi/10.1128/jvi.00547-11,Journal of Virology,Data/predicted/10.1128_jvi.00547-11.csv,No,No,
Data/html/10.1128_mbio.00852-16.html,No,No,https://journals.asm.org/doi/10.1128/mbio.00852-16,mBio,Data/predicted/10.1128_mbio.00852-16.csv,No,No,correction
Data/html/10.1128_aem.04178-13.html,No,No,https://journals.asm.org/doi/10.1128/aem.04178-13,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.04178-13.csv,No,No,
Data/html/10.1128_spectrum.01794-23.html,No,No,https://journals.asm.org/doi/10.1128/spectrum.01794-23,Microbiology Spectrum,Data/predicted/10.1128_spectrum.01794-23.csv,No,No,
Data/html/10.1128_jcm.02332-14.html,Yes,Yes,https://journals.asm.org/doi/10.1128/jcm.02332-14,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.02332-14.csv,Yes,Yes,
Data/html/10.1128_mra.01032-22.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.01032-22,Microbiology Resource Announcements,Data/predicted/10.1128_mra.01032-22.csv,Yes,Yes,
Data/html/10.1128_aem.01047-16.html,Yes,Yes,https://journals.asm.org/doi/10.1128/aem.01047-16,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.01047-16.csv,Yes,Yes,
Data/html/10.1128_jvi.01438-15.html,Yes,Yes,https://journals.asm.org/doi/10.1128/jvi.01438-15,Journal of Virology,Data/predicted/10.1128_jvi.01438-15.csv,Yes,Yes,
Data/html/10.1128_jvi.00362-10.html,Yes,Yes,https://journals.asm.org/doi/10.1128/jvi.00362-10,Journal of Virology,Data/predicted/10.1128_jvi.00362-10.csv,Yes,Yes,
Data/html/10.1128_aem.00457-20.html,Yes,Yes,https://journals.asm.org/doi/10.1128/aem.00457-20,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.00457-20.csv,Yes,Yes,
Data/html/10.1128_aem.00761-09.html,Yes,Yes,https://journals.asm.org/doi/10.1128/aem.00761-09,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.00761-09.csv,Yes,Yes,
Data/html/10.1128_jb.00171-12.html,Yes,Yes,https://journals.asm.org/doi/10.1128/jb.00171-12,Journal of Bacteriology,Data/predicted/10.1128_jb.00171-12.csv,Yes,Yes,
Data/html/10.1128_mra.01183-22.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.01183-22,Microbiology Resource Announcements,Data/predicted/10.1128_mra.01183-22.csv,Yes,Yes,
Data/html/10.1128_aem.67.5.2213-2221.2001.html,Yes,Yes,https://journals.asm.org/doi/10.1128/aem.67.5.2213-2221.2001,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.67.5.2213-2221.2001.csv,Yes,Yes,
Data/html/10.1128_spectrum.01557-21.html,Yes,Yes,https://journals.asm.org/doi/10.1128/spectrum.01557-21,Microbiology Spectrum,Data/predicted/10.1128_spectrum.01557-21.csv,Yes,Yes,
Data/html/10.1128_mra.00146-24.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.00146-24,Microbiology Resource Announcements,Data/predicted/10.1128_mra.00146-24.csv,Yes,Yes,
Data/html/10.1128_jb.182.24.6884-6891.2000.html,Yes,Yes,https://journals.asm.org/doi/10.1128/jb.182.24.6884-6891.2000,Journal of Bacteriology,Data/predicted/10.1128_jb.182.24.6884-6891.2000.csv,Yes,Yes,
Data/html/10.1128_jb.01227-06.html,Yes,Yes,https://journals.asm.org/doi/10.1128/jb.01227-06,Journal of Bacteriology,Data/predicted/10.1128_jb.01227-06.csv,Yes,Yes,
Data/html/10.1128_spectrum.05203-22.html,Yes,Yes,https://journals.asm.org/doi/10.1128/spectrum.05203-22,Microbiology Spectrum,Data/predicted/10.1128_spectrum.05203-22.csv,Yes,Yes,
Data/html/10.1128_mra.00453-22.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.00453-22,Microbiology Resource Announcements,Data/predicted/10.1128_mra.00453-22.csv,Yes,Yes,
Data/html/10.1128_mra.00939-18.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.00939-18,Microbiology Resource Announcements,Data/predicted/10.1128_mra.00939-18.csv,Yes,Yes,
Data/html/10.1128_jcm.42.12.5793-5801.2004.html,Yes,Yes,https://journals.asm.org/doi/10.1128/jcm.42.12.5793-5801.2004,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.42.12.5793-5801.2004.csv,Yes,Yes,
Data/html/10.1128_jcm.00830-10.html,Yes,Yes,https://journals.asm.org/doi/10.1128/jcm.00830-10,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.00830-10.csv,Yes,Yes,
Data/html/10.1128_msystems.00501-19.html,Yes,Yes,https://journals.asm.org/doi/10.1128/msystems.00501-19,mSystems,Data/predicted/10.1128_msystems.00501-19.csv,Yes,Yes,
Data/html/10.1128_aem.71.12.8744-8751.2005.html,Yes,Yes,https://journals.asm.org/doi/10.1128/aem.71.12.8744-8751.2005,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.71.12.8744-8751.2005.csv,Yes,Yes,
Data/html/10.1128_jvi.02341-12.html,Yes,Yes,https://journals.asm.org/doi/10.1128/jvi.02341-12,Journal of Virology,Data/predicted/10.1128_jvi.02341-12.csv,Yes,Yes,
Data/html/10.1128_mra.01164-21.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.01164-21,Microbiology Resource Announcements,Data/predicted/10.1128_mra.01164-21.csv,Yes,Yes,
Data/html/10.1128_iai.00257-06.html,Yes,Yes,https://journals.asm.org/doi/10.1128/iai.00257-06,Infection and Immunity,Data/predicted/10.1128_iai.00257-06.csv,Yes,Yes,
Data/html/10.1128_aem.69.9.5585-5592.2003.html,Yes,Yes,https://journals.asm.org/doi/10.1128/aem.69.9.5585-5592.2003,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.69.9.5585-5592.2003.csv,Yes,Yes,
Data/html/10.1128_msphere.00203-24.html,Yes,Yes,https://journals.asm.org/doi/10.1128/msphere.00203-24,mSphere,Data/predicted/10.1128_msphere.00203-24.csv,Yes,Yes,
Data/html/10.1128_aac.49.2.813-815.2005.html,Yes,Yes,https://journals.asm.org/doi/10.1128/aac.49.2.813-815.2005,Antimicrobial Agents and Chemotherapy,Data/predicted/10.1128_aac.49.2.813-815.2005.csv,Yes,Yes,
Data/html/10.1128_jvi.02647-15.html,Yes,Yes,https://journals.asm.org/doi/10.1128/jvi.02647-15,Journal of Virology,Data/predicted/10.1128_jvi.02647-15.csv,Yes,Yes,
Data/html/10.1128_jcm.43.6.2750-2755.2005.html,Yes,Yes,https://journals.asm.org/doi/10.1128/jcm.43.6.2750-2755.2005,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.43.6.2750-2755.2005.csv,Yes,Yes,
Data/html/10.1128_aac.00686-15.html,Yes,Yes,https://journals.asm.org/doi/10.1128/aac.00686-15,Antimicrobial Agents and Chemotherapy,Data/predicted/10.1128_aac.00686-15.csv,Yes,Yes,
Data/html/10.1128_jvi.01973-15.html,No,Yes,https://journals.asm.org/doi/10.1128/jvi.01973-15,Journal of Virology,Data/predicted/10.1128_jvi.01973-15.csv,No,No,confirmation seq
Data/html/10.1128_aem.00598-24.html,No,Yes,https://journals.asm.org/doi/10.1128/aem.00598-24,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.00598-24.csv,No,Yes,
Data/html/10.1128_aac.01144-12.html,No,Yes,https://journals.asm.org/doi/10.1128/aac.01144-12,Antimicrobial Agents and Chemotherapy,Data/predicted/10.1128_aac.01144-12.csv,No,Yes,
Data/html/10.1128_aac.01500-19.html,No,Yes,https://journals.asm.org/doi/10.1128/aac.01500-19,Antimicrobial Agents and Chemotherapy,Data/predicted/10.1128_aac.01500-19.csv,No,Yes,
Data/html/10.1128_aem.01827-12.html,No,Yes,https://journals.asm.org/doi/10.1128/aem.01827-12,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.01827-12.csv,No,Yes,
Data/html/10.1128_iai.00613-19.html,No,Yes,https://journals.asm.org/doi/10.1128/iai.00613-19,Infection and Immunity,Data/predicted/10.1128_iai.00613-19.csv,No,Yes,"RNA sequencing transcriptome, actually model was correct"
Data/html/10.1128_jcm.38.8.3048-3054.2000.html,No,Yes,https://journals.asm.org/doi/10.1128/jcm.38.8.3048-3054.2000,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.38.8.3048-3054.2000.csv,No,Yes,
Data/html/10.1128_spectrum.01957-22.html,No,Yes,https://journals.asm.org/doi/10.1128/spectrum.01957-22,Microbiology Spectrum,Data/predicted/10.1128_spectrum.01957-22.csv,No,Yes,
Data/html/10.1128_aac.02630-13.html,No,Yes,https://journals.asm.org/doi/10.1128/aac.02630-13,Antimicrobial Agents and Chemotherapy,Data/predicted/10.1128_aac.02630-13.csv,No,Yes,
Data/html/10.1128_aem.01901-22.html,No,Yes,https://journals.asm.org/doi/10.1128/aem.01901-22,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.01901-22.csv,No,Yes,
Data/html/10.1128_iai.73.7.4327-4337.2005.html,No,Yes,https://journals.asm.org/doi/10.1128/iai.73.7.4327-4337.2005,Infection and Immunity,Data/predicted/10.1128_iai.73.7.4327-4337.2005.csv,No,Yes,
Data/html/10.1128_jb.183.11.3399-3407.2001.html,No,Yes,https://journals.asm.org/doi/10.1128/jb.183.11.3399-3407.2001,Journal of Bacteriology,Data/predicted/10.1128_jb.183.11.3399-3407.2001.csv,No,Yes,
Data/html/10.1128_jvi.80.10.5082-5085.2006.html,No,Yes,https://journals.asm.org/doi/10.1128/jvi.80.10.5082-5085.2006,Journal of Virology,Data/predicted/10.1128_jvi.80.10.5082-5085.2006.csv,No,Yes,
Data/html/10.1128_jcm.41.11.5308-5309.2003.html,No,Yes,https://journals.asm.org/doi/10.1128/jcm.41.11.5308-5309.2003,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.41.11.5308-5309.2003.csv,No,Yes,
Data/html/10.1128_jb.00082-15.html,No,Yes,https://journals.asm.org/doi/10.1128/jb.00082-15,Journal of Bacteriology,Data/predicted/10.1128_jb.00082-15.csv,No,Yes,
Data/html/10.1128_aac.05708-11.html,No,Yes,https://journals.asm.org/doi/10.1128/aac.05708-11,Antimicrobial Agents and Chemotherapy,Data/predicted/10.1128_aac.05708-11.csv,No,Yes,
Data/html/10.1128_jb.00670-16.html,No,Yes,https://journals.asm.org/doi/10.1128/jb.00670-16,Journal of Bacteriology,Data/predicted/10.1128_jb.00670-16.csv,No,Yes,
Data/html/10.1128_jvi.78.16.8922-8926.2004.html,No,Yes,https://journals.asm.org/doi/10.1128/jvi.78.16.8922-8926.2004,Journal of Virology,Data/predicted/10.1128_jvi.78.16.8922-8926.2004.csv,No,Yes,
Data/html/10.1128_jvi.75.15.6999-7008.2001.html,No,Yes,https://journals.asm.org/doi/10.1128/jvi.75.15.6999-7008.2001,Journal of Virology,Data/predicted/10.1128_jvi.75.15.6999-7008.2001.csv,No,Yes,
Data/html/10.1128_jvi.80.10.4868-4877.2006.html,No,Yes,https://journals.asm.org/doi/10.1128/jvi.80.10.4868-4877.2006,Journal of Virology,Data/predicted/10.1128_jvi.80.10.4868-4877.2006.csv,No,Yes,
Data/html/10.1128_aac.01097-19.html,No,Yes,https://journals.asm.org/doi/10.1128/aac.01097-19,Antimicrobial Agents and Chemotherapy,Data/predicted/10.1128_aac.01097-19.csv,No,Yes,
Data/html/10.1128_aem.00017-09.html,No,Yes,https://journals.asm.org/doi/10.1128/aem.00017-09,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.00017-09.csv,No,Yes,
Data/html/10.1128_jvi.00755-17.html,No,Yes,https://journals.asm.org/doi/10.1128/jvi.00755-17,Journal of Virology,Data/predicted/10.1128_jvi.00755-17.csv,No,Yes,
Data/html/10.1128_spectrum.00823-24.html,No,Yes,https://journals.asm.org/doi/10.1128/spectrum.00823-24,Microbiology Spectrum,Data/predicted/10.1128_spectrum.00823-24.csv,No,Yes,
Data/html/10.1128_mra.00351-23.html,No,Yes,https://journals.asm.org/doi/10.1128/mra.00351-23,Microbiology Resource Announcements,Data/predicted/10.1128_mra.00351-23.csv,No,Yes,
Data/html/10.1128_jvi.00437-17.html,No,Yes,https://journals.asm.org/doi/10.1128/jvi.00437-17,Journal of Virology,Data/predicted/10.1128_jvi.00437-17.csv,No,No,"cell culture system talking about DNA sequences in paper, would guess high instance of ""DNA"""
Data/html/10.1128_aem.01787-18.html,No,Yes,https://journals.asm.org/doi/10.1128/aem.01787-18,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.01787-18.csv,No,Yes,
Data/html/10.1128_aem.01571-10.html,No,Yes,https://journals.asm.org/doi/10.1128/aem.01571-10,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.01571-10.csv,No,Yes,
Data/html/10.1128_aem.02291-05.html,No,Yes,https://journals.asm.org/doi/10.1128/aem.02291-05,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.02291-05.csv,No,Yes,
Data/html/10.1128_jvi.02662-09.html,No,Yes,https://journals.asm.org/doi/10.1128/jvi.02662-09,Journal of Virology,Data/predicted/10.1128_jvi.02662-09.csv,Yes,No,proteins deposited in PDB
Data/html/10.1128_spectrum.03893-22.html,Yes,No,https://journals.asm.org/doi/10.1128/spectrum.03893-22,Microbiology Spectrum,Data/predicted/10.1128_spectrum.03893-22.csv,No,No,a bunch of protein IDs in a table but this shouldn't have been considered by the model
Data/html/10.1128_spectrum.02713-22.html,Yes,No,https://journals.asm.org/doi/10.1128/spectrum.02713-22,Microbiology Spectrum,Data/predicted/10.1128_spectrum.02713-22.csv,Yes,No,
Data/html/10.1128_jcm.00519-10.html,Yes,No,https://journals.asm.org/doi/10.1128/jcm.00519-10,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.00519-10.csv,Yes,No,"this one was correct in the model, but was not explicitly named that these were newly deposited"
Data/html/10.1128_iai.00631-10.html,Yes,No,https://journals.asm.org/doi/10.1128/iai.00631-10,Infection and Immunity,Data/predicted/10.1128_iai.00631-10.csv,Yes,No,microarray
Data/html/10.1128_msystems.00835-21.html,Yes,No,https://journals.asm.org/doi/10.1128/msystems.00835-21,mSystems,Data/predicted/10.1128_msystems.00835-21.csv,Yes,No,metabolomics
Data/html/10.1128_mbio.03629-21.html,Yes,No,https://journals.asm.org/doi/10.1128/mbio.03629-21,mBio,Data/predicted/10.1128_mbio.03629-21.csv,Yes,No,metabolomics
Data/html/10.1128_aem.01040-20.html,Yes,No,https://journals.asm.org/doi/10.1128/aem.01040-20,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.01040-20.csv,No,No,links to existing PDB files that they used to model a new protein/confirm predictions
Data/html/10.1128_jb.00417-10.html,Yes,No,https://journals.asm.org/doi/10.1128/jb.00417-10,Journal of Bacteriology,Data/predicted/10.1128_jb.00417-10.csv,Yes,Yes,"used pcr product to determine sequence of one gene, ""nucleotide sequence"" language"
Data/html/10.1128_jvi.02444-06.html,Yes,No,https://journals.asm.org/doi/10.1128/jvi.02444-06,Journal of Virology,Data/predicted/10.1128_jvi.02444-06.csv,Yes,No,verification
Data/html/10.1128_spectrum.04233-22.html,Yes,No,https://journals.asm.org/doi/10.1128/spectrum.04233-22,Microbiology Spectrum,Data/predicted/10.1128_spectrum.04233-22.csv,No,No,"letter about new mpox diagnostic technique, contains accessions to published sequence it was based on "
Data/html/10.1128_aem.03386-16.html,Yes,No,https://journals.asm.org/doi/10.1128/aem.03386-16,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.03386-16.csv,Yes,No,
