file,da,nsd,paper,doi,doi_no_underscore,journal_abrev,container.title,predicted,actual_da,actual_nsd,notes
Data/html/10.1128_jcm.02424-10.html,No,No,https://journals.asm.org/doi/10.1128/jcm.02424-10,10.1128_jcm.02424-10,10.1128/jcm.02424-10,jcm,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.02424-10.csv,No,Yes,"pyrosequencing, no data available"
Data/html/10.1128_jcm.00684-07.html,No,Yes,https://journals.asm.org/doi/10.1128/jcm.00684-07,10.1128_jcm.00684-07,10.1128/jcm.00684-07,jcm,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.00684-07.csv,Yes,Yes,"""Nucleotide sequence accession number."" in GenBank"
Data/html/10.1128_aem.01735-13.html,No,Yes,https://journals.asm.org/doi/10.1128/aem.01735-13,10.1128_aem.01735-13,10.1128/aem.01735-13,aem,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.01735-13.csv,Yes,Yes,"""Nucleotide sequence accession number."" in GenBank"
Data/html/10.1128_aem.68.3.1064-1070.2002.html,No,No,https://journals.asm.org/doi/10.1128/aem.68.3.1064-1070.2002,10.1128_aem.68.3.1064-1070.2002,10.1128/aem.68.3.1064-1070.2002,aem,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.68.3.1064-1070.2002.csv,No,No,
Data/html/10.1128_aem.00373-12.html,No,No,https://journals.asm.org/doi/10.1128/aem.00373-12,10.1128_aem.00373-12,10.1128/aem.00373-12,aem,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.00373-12.csv,No,No,"PFGE ""sequencing"""
Data/html/10.1128_aem.00586-18.html,No,No,https://journals.asm.org/doi/10.1128/aem.00586-18,10.1128_aem.00586-18,10.1128/aem.00586-18,aem,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.00586-18.csv,No,No,
Data/html/10.1128_aem.66.4.1724-1725.2000.html,No,No,https://journals.asm.org/doi/10.1128/aem.66.4.1724-1725.2000,10.1128_aem.66.4.1724-1725.2000,10.1128/aem.66.4.1724-1725.2000,aem,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.66.4.1724-1725.2000.csv,No,No,
Data/html/10.1128_aem.02459-10.html,No,Yes,https://journals.asm.org/doi/10.1128/aem.02459-10,10.1128_aem.02459-10,10.1128/aem.02459-10,aem,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.02459-10.csv,Yes,Yes,"""Nucleotide sequence accession number."" in EMBL"
Data/html/10.1128_aem.00816-16.html,No,Yes,https://journals.asm.org/doi/10.1128/aem.00816-16,10.1128_aem.00816-16,10.1128/aem.00816-16,aem,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.00816-16.csv,Yes,Yes,"""accession numbers""  in NCBI SRA"
Data/html/10.1128_aem.02630-19.html,No,No,https://journals.asm.org/doi/10.1128/aem.02630-19,10.1128_aem.02630-19,10.1128/aem.02630-19,aem,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.02630-19.csv,No,No,
Data/html/10.1128_aem.05762-11.html,No,Yes,https://journals.asm.org/doi/10.1128/aem.05762-11,10.1128_aem.05762-11,10.1128/aem.05762-11,aem,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.05762-11.csv,Yes,Yes,"""Nucleotide sequence accession number."" in GenBank"
Data/html/10.1128_aem.69.9.5157-5169.2003.html,Yes,Yes,https://journals.asm.org/doi/10.1128/aem.69.9.5157-5169.2003,10.1128_aem.69.9.5157-5169.2003,10.1128/aem.69.9.5157-5169.2003,aem,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.69.9.5157-5169.2003.csv,Yes,Yes,"""Nucleotide sequence accession number."" in GenBank"
Data/html/10.1128_iai.71.12.6899-6905.2003.html,No,No,https://journals.asm.org/doi/10.1128/iai.71.12.6899-6905.2003,10.1128_iai.71.12.6899-6905.2003,10.1128/iai.71.12.6899-6905.2003,iai,Infection and Immunity,Data/predicted/10.1128_iai.71.12.6899-6905.2003.csv,No,No,
Data/html/10.1128_iai.00813-12.html,No,No,https://journals.asm.org/doi/10.1128/iai.00813-12,10.1128_iai.00813-12,10.1128/iai.00813-12,iai,Infection and Immunity,Data/predicted/10.1128_iai.00813-12.csv,No,No,
Data/html/10.1128_iai.00323-16.html,No,No,https://journals.asm.org/doi/10.1128/iai.00323-16,10.1128_iai.00323-16,10.1128/iai.00323-16,iai,Infection and Immunity,Data/predicted/10.1128_iai.00323-16.csv,No,No,
Data/html/10.1128_iai.01177-12.html,No,Yes,https://journals.asm.org/doi/10.1128/iai.01177-12,10.1128_iai.01177-12,10.1128/iai.01177-12,iai,Infection and Immunity,Data/predicted/10.1128_iai.01177-12.csv,No,No,short iRNAs which I don't think is sequencing 
Data/html/10.1128_iai.74.1.192-201.2006.html,No,No,https://journals.asm.org/doi/10.1128/iai.74.1.192-201.2006,10.1128_iai.74.1.192-201.2006,10.1128/iai.74.1.192-201.2006,iai,Infection and Immunity,Data/predicted/10.1128_iai.74.1.192-201.2006.csv,No,No,
Data/html/10.1128_iai.05604-11.html,No,No,https://journals.asm.org/doi/10.1128/iai.05604-11,10.1128_iai.05604-11,10.1128/iai.05604-11,iai,Infection and Immunity,Data/predicted/10.1128_iai.05604-11.csv,No,No,
Data/html/10.1128_iai.00788-08.html,No,No,https://journals.asm.org/doi/10.1128/iai.00788-08,10.1128_iai.00788-08,10.1128/iai.00788-08,iai,Infection and Immunity,Data/predicted/10.1128_iai.00788-08.csv,No,No,
Data/html/10.1128_iai.71.8.4421-4431.2003.html,No,No,https://journals.asm.org/doi/10.1128/iai.71.8.4421-4431.2003,10.1128_iai.71.8.4421-4431.2003,10.1128/iai.71.8.4421-4431.2003,iai,Infection and Immunity,Data/predicted/10.1128_iai.71.8.4421-4431.2003.csv,No,No,
Data/html/10.1128_iai.01160-06.html,No,No,https://journals.asm.org/doi/10.1128/iai.01160-06,10.1128_iai.01160-06,10.1128/iai.01160-06,iai,Infection and Immunity,Data/predicted/10.1128_iai.01160-06.csv,No,No,
Data/html/10.1128_iai.72.3.1240-1247.2004.html,No,No,https://journals.asm.org/doi/10.1128/iai.72.3.1240-1247.2004,10.1128_iai.72.3.1240-1247.2004,10.1128/iai.72.3.1240-1247.2004,iai,Infection and Immunity,Data/predicted/10.1128_iai.72.3.1240-1247.2004.csv,No,No,
Data/html/10.1128_jmbe.v14i1.507.html,No,No,https://journals.asm.org/doi/10.1128/jmbe.v14i1.507,10.1128_jmbe.v14i1.507,10.1128/jmbe.v14i1.507,jmbe,Journal of Microbiology &amp; Biology Education,Data/predicted/10.1128_jmbe.v14i1.507.csv,No,No,
Data/html/10.1128_jmbe.v15i1.665.html,No,No,https://journals.asm.org/doi/10.1128/jmbe.v15i1.665,10.1128_jmbe.v15i1.665,10.1128/jmbe.v15i1.665,jmbe,Journal of Microbiology and Biology Education,Data/predicted/10.1128_jmbe.v15i1.665.csv,No,No,
Data/html/10.1128_jmbe.00138-24.html,No,No,https://journals.asm.org/doi/10.1128/jmbe.00138-24,10.1128_jmbe.00138-24,10.1128/jmbe.00138-24,jmbe,Journal of Microbiology &amp; Biology Education,Data/predicted/10.1128_jmbe.00138-24.csv,No,No,
Data/html/10.1128_jmbe.v12i2.341.html,No,No,https://journals.asm.org/doi/10.1128/jmbe.v12i2.341,10.1128_jmbe.v12i2.341,10.1128/jmbe.v12i2.341,jmbe,Journal of Microbiology and Biology Education,Data/predicted/10.1128_jmbe.v12i2.341.csv,No,No,
Data/html/10.1128_jmbe.00070-23.html,No,No,https://journals.asm.org/doi/10.1128/jmbe.00070-23,10.1128_jmbe.00070-23,10.1128/jmbe.00070-23,jmbe,Journal of Microbiology &amp; Biology Education,Data/predicted/10.1128_jmbe.00070-23.csv,No,No,
Data/html/10.1128_jmbe.v12i1.265.html,No,No,https://journals.asm.org/doi/10.1128/jmbe.v12i1.265,10.1128_jmbe.v12i1.265,10.1128/jmbe.v12i1.265,jmbe,Journal of Microbiology &amp; Biology Education,Data/predicted/10.1128_jmbe.v12i1.265.csv,No,No,
Data/html/10.1128_jmbe.v14i2.602.html,No,No,https://journals.asm.org/doi/10.1128/jmbe.v14i2.602,10.1128_jmbe.v14i2.602,10.1128/jmbe.v14i2.602,jmbe,Journal of Microbiology and Biology Education,Data/predicted/10.1128_jmbe.v14i2.602.csv,No,No,
Data/html/10.1128_jmbe.v21i2.2151.html,No,No,https://journals.asm.org/doi/10.1128/jmbe.v21i2.2151,10.1128_jmbe.v21i2.2151,10.1128/jmbe.v21i2.2151,jmbe,Journal of Microbiology and Biology Education,Data/predicted/10.1128_jmbe.v21i2.2151.csv,No,No,
Data/html/10.1128_jmbe.v16i2.919.html,No,No,https://journals.asm.org/doi/10.1128/jmbe.v16i2.919,10.1128_jmbe.v16i2.919,10.1128/jmbe.v16i2.919,jmbe,Journal of Microbiology and Biology Education,Data/predicted/10.1128_jmbe.v16i2.919.csv,No,No,
Data/html/10.1128_jmbe.v21i1.1891.html,No,No,https://journals.asm.org/doi/10.1128/jmbe.v21i1.1891,10.1128_jmbe.v21i1.1891,10.1128/jmbe.v21i1.1891,jmbe,Journal of Microbiology &amp; Biology Education,Data/predicted/10.1128_jmbe.v21i1.1891.csv,No,No,
Data/html/10.1128_jvi.01037-17.html,No,No,https://journals.asm.org/doi/10.1128/jvi.01037-17,10.1128_jvi.01037-17,10.1128/jvi.01037-17,jvi,Journal of Virology,Data/predicted/10.1128_jvi.01037-17.csv,No,No,
Data/html/10.1128_jvi.00958-20.html,No,No,https://journals.asm.org/doi/10.1128/jvi.00958-20,10.1128_jvi.00958-20,10.1128/jvi.00958-20,jvi,Journal of Virology,Data/predicted/10.1128_jvi.00958-20.csv,No,No,
Data/html/10.1128_jvi.76.7.3189-3201.2002.html,No,No,https://journals.asm.org/doi/10.1128/jvi.76.7.3189-3201.2002,10.1128_jvi.76.7.3189-3201.2002,10.1128/jvi.76.7.3189-3201.2002,jvi,Journal of Virology,Data/predicted/10.1128_jvi.76.7.3189-3201.2002.csv,No,Yes,confirmation sequencing
Data/html/10.1128_jvi.79.21.13218-13230.2005.html,No,No,https://journals.asm.org/doi/10.1128/jvi.79.21.13218-13230.2005,10.1128_jvi.79.21.13218-13230.2005,10.1128/jvi.79.21.13218-13230.2005,jvi,Journal of Virology,Data/predicted/10.1128_jvi.79.21.13218-13230.2005.csv,No,No,
Data/html/10.1128_jvi.79.14.8948-8959.2005.html,No,No,https://journals.asm.org/doi/10.1128/jvi.79.14.8948-8959.2005,10.1128_jvi.79.14.8948-8959.2005,10.1128/jvi.79.14.8948-8959.2005,jvi,Journal of Virology,Data/predicted/10.1128_jvi.79.14.8948-8959.2005.csv,No,No,
Data/html/10.1128_jvi.00575-17.html,No,No,https://journals.asm.org/doi/10.1128/jvi.00575-17,10.1128_jvi.00575-17,10.1128/jvi.00575-17,jvi,Journal of Virology,Data/predicted/10.1128_jvi.00575-17.csv,No,No,
Data/html/10.1128_jvi.02065-21.html,Yes,Yes,https://journals.asm.org/doi/10.1128/jvi.02065-21,10.1128_jvi.02065-21,10.1128/jvi.02065-21,jvi,Journal of Virology,Data/predicted/10.1128_jvi.02065-21.csv,Yes,Yes,
Data/html/10.1128_jvi.77.7.3950-3961.2003.html,No,No,https://journals.asm.org/doi/10.1128/jvi.77.7.3950-3961.2003,10.1128_jvi.77.7.3950-3961.2003,10.1128/jvi.77.7.3950-3961.2003,jvi,Journal of Virology,Data/predicted/10.1128_jvi.77.7.3950-3961.2003.csv,No,No,
Data/html/10.1128_jvi.00476-06.html,No,No,https://journals.asm.org/doi/10.1128/jvi.00476-06,10.1128_jvi.00476-06,10.1128/jvi.00476-06,jvi,Journal of Virology,Data/predicted/10.1128_jvi.00476-06.csv,No,No,
Data/html/10.1128_jvi.75.10.4889-4895.2001.html,No,No,https://journals.asm.org/doi/10.1128/jvi.75.10.4889-4895.2001,10.1128_jvi.75.10.4889-4895.2001,10.1128/jvi.75.10.4889-4895.2001,jvi,Journal of Virology,Data/predicted/10.1128_jvi.75.10.4889-4895.2001.csv,No,No,
Data/html/10.1128_mbio.02158-14.html,No,No,https://journals.asm.org/doi/10.1128/mbio.02158-14,10.1128_mbio.02158-14,10.1128/mbio.02158-14,mbio,mBio,Data/predicted/10.1128_mbio.02158-14.csv,No,No,
Data/html/10.1128_mbio.02687-18.html,No,Yes,https://journals.asm.org/doi/10.1128/mbio.02687-18,10.1128_mbio.02687-18,10.1128/mbio.02687-18,mbio,mBio,Data/predicted/10.1128_mbio.02687-18.csv,No,Yes,
Data/html/10.1128_mbio.02961-22.html,No,No,https://journals.asm.org/doi/10.1128/mbio.02961-22,10.1128_mbio.02961-22,10.1128/mbio.02961-22,mbio,mBio,Data/predicted/10.1128_mbio.02961-22.csv,No,No,
Data/html/10.1128_mbio.00324-15.html,No,No,https://journals.asm.org/doi/10.1128/mbio.00324-15,10.1128_mbio.00324-15,10.1128/mbio.00324-15,mbio,mBio,Data/predicted/10.1128_mbio.00324-15.csv,No,No,
Data/html/10.1128_mbio.01144-21.html,No,No,https://journals.asm.org/doi/10.1128/mbio.01144-21,10.1128_mbio.01144-21,10.1128/mbio.01144-21,mbio,mBio,Data/predicted/10.1128_mbio.01144-21.csv,No,No,
Data/html/10.1128_mbio.00982-17.html,No,No,https://journals.asm.org/doi/10.1128/mbio.00982-17,10.1128_mbio.00982-17,10.1128/mbio.00982-17,mbio,mBio,Data/predicted/10.1128_mbio.00982-17.csv,No,No,
Data/html/10.1128_mbio.03302-23.html,No,Yes,https://journals.asm.org/doi/10.1128/mbio.03302-23,10.1128_mbio.03302-23,10.1128/mbio.03302-23,mbio,mBio,Data/predicted/10.1128_mbio.03302-23.csv,No,Yes,
Data/html/10.1128_mbio.02086-24.html,No,No,https://journals.asm.org/doi/10.1128/mbio.02086-24,10.1128_mbio.02086-24,10.1128/mbio.02086-24,mbio,mBio,Data/predicted/10.1128_mbio.02086-24.csv,No,No,
Data/html/10.1128_mbio.00117-11.html,No,No,https://journals.asm.org/doi/10.1128/mbio.00117-11,10.1128_mbio.00117-11,10.1128/mbio.00117-11,mbio,mBio,Data/predicted/10.1128_mbio.00117-11.csv,No,No,
Data/html/10.1128_mbio.02230-18.html,No,No,https://journals.asm.org/doi/10.1128/mbio.02230-18,10.1128_mbio.02230-18,10.1128/mbio.02230-18,mbio,mBio,Data/predicted/10.1128_mbio.02230-18.csv,No,No,
Data/html/10.1128_mra.01009-19.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.01009-19,10.1128_mra.01009-19,10.1128/mra.01009-19,mra,Microbiology Resource Announcements,Data/predicted/10.1128_mra.01009-19.csv,Yes,Yes,
Data/html/10.1128_mra.01518-19.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.01518-19,10.1128_mra.01518-19,10.1128/mra.01518-19,mra,Microbiology Resource Announcements,Data/predicted/10.1128_mra.01518-19.csv,Yes,Yes,
Data/html/10.1128_mra.00207-19.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.00207-19,10.1128_mra.00207-19,10.1128/mra.00207-19,mra,Microbiology Resource Announcements,Data/predicted/10.1128_mra.00207-19.csv,Yes,Yes,
Data/html/10.1128_mra.01087-19.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.01087-19,10.1128_mra.01087-19,10.1128/mra.01087-19,mra,Microbiology Resource Announcements,Data/predicted/10.1128_mra.01087-19.csv,Yes,Yes,
Data/html/10.1128_mra.00946-22.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.00946-22,10.1128_mra.00946-22,10.1128/mra.00946-22,mra,Microbiology Resource Announcements,Data/predicted/10.1128_mra.00946-22.csv,Yes,Yes,
Data/html/10.1128_mra.00343-19.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.00343-19,10.1128_mra.00343-19,10.1128/mra.00343-19,mra,Microbiology Resource Announcements,Data/predicted/10.1128_mra.00343-19.csv,Yes,Yes,
Data/html/10.1128_mra.00471-22.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.00471-22,10.1128_mra.00471-22,10.1128/mra.00471-22,mra,Microbiology Resource Announcements,Data/predicted/10.1128_mra.00471-22.csv,Yes,Yes,
Data/html/10.1128_mra.01096-19.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.01096-19,10.1128_mra.01096-19,10.1128/mra.01096-19,mra,Microbiology Resource Announcements,Data/predicted/10.1128_mra.01096-19.csv,Yes,Yes,
Data/html/10.1128_mra.00211-23.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.00211-23,10.1128_mra.00211-23,10.1128/mra.00211-23,mra,Microbiology Resource Announcements,Data/predicted/10.1128_mra.00211-23.csv,Yes,Yes,
Data/html/10.1128_mra.00942-24.html,Yes,Yes,https://journals.asm.org/doi/10.1128/mra.00942-24,10.1128_mra.00942-24,10.1128/mra.00942-24,mra,Microbiology Resource Announcements,Data/predicted/10.1128_mra.00942-24.csv,Yes,Yes,
Data/html/10.1128_msphere.00349-18.html,No,No,https://journals.asm.org/doi/10.1128/msphere.00349-18,10.1128_msphere.00349-18,10.1128/msphere.00349-18,msphere,mSphere,Data/predicted/10.1128_msphere.00349-18.csv,No,No,
Data/html/10.1128_msphere.00024-19.html,Yes,Yes,https://journals.asm.org/doi/10.1128/msphere.00024-19,10.1128_msphere.00024-19,10.1128/msphere.00024-19,msphere,mSphere,Data/predicted/10.1128_msphere.00024-19.csv,Yes,Yes,
Data/html/10.1128_msphere.00678-18.html,No,No,https://journals.asm.org/doi/10.1128/msphere.00678-18,10.1128_msphere.00678-18,10.1128/msphere.00678-18,msphere,mSphere,Data/predicted/10.1128_msphere.00678-18.csv,No,No,
Data/html/10.1128_msphere.00471-18.html,No,No,https://journals.asm.org/doi/10.1128/msphere.00471-18,10.1128_msphere.00471-18,10.1128/msphere.00471-18,msphere,mSphere,Data/predicted/10.1128_msphere.00471-18.csv,No,No,
