paper,link_count,new_seq_data,availability,data_public_private,software_links,keywords,submitter,comments,data_available,...10,alternative.id,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,update.policy,url,volume,abstract,language,short.container.title,published.online,year.published,...41
https://journals.asm.org/doi/10.1128/jb.00359-21,1,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,346,10.1128/JB.00359-21,Journal of Bacteriology,8/23/21,10/12/21,10/12/21,10.1128/jb.00359-21,9/7/22,"0021-9193,1098-5530",21,10/12/21,235,NA,10.1128,American Society for Microbiology,0.99704623,Crossref,58,58,2,"Molecular Biology,Microbiology","VirB4- and VirD4-Like ATPases, Components of a Putative Type 4C Secretion System in Clostridioides difficile",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.00359-21,203,"<jats:p>
            <jats:named-content content-type=""genus-species"">C. difficile</jats:named-content>
            is a Gram-positive, anaerobic, spore-forming bacterium that causes life-threatening colitis in humans. Major virulence factors of the microorganism include the toxins TcdA, TcdB, and CDT.
          </jats:p>",en,J Bacteriol,NA,2021,NA
https://journals.asm.org/doi/10.1128/jb.masthead.201-12,2,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,323,10.1128/JB.masthead.201-12,Journal of Bacteriology,5/21/19,7/29/21,6/15/19,10.1128/jb.masthead.201-12,4/2/22,"0021-9193,1098-5530",12,6/15/19,235,NA,10.1128,American Society for Microbiology,0.9985525,Crossref,0,0,0,"Molecular Biology,Microbiology",Editorial Board,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.masthead.201-12,201,NA,en,J Bacteriol,NA,2019,NA
https://journals.asm.org/doi/10.1128/jb.masthead.201-20,2,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,353,10.1128/JB.masthead.201-20,Journal of Bacteriology,9/19/19,7/29/21,10/15/19,10.1128/jb.masthead.201-20,4/2/22,"0021-9193,1098-5530",20,10/15/19,235,NA,10.1128,American Society for Microbiology,0.9968081,Crossref,0,0,0,"Molecular Biology,Microbiology",Editorial Board,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.masthead.201-20,201,NA,en,J Bacteriol,NA,2019,NA
https://journals.asm.org/doi/10.1128/jcm.00569-21,2,No,Yes,NA,NA,NA,salucas@umich.edu,"Paper has github  associated with data analysis code. ""All Ct values available upon request"".",Data Available,406,10.1128/JCM.00569-21,Journal of Clinical Microbiology,6/11/21,3/5/22,8/18/21,10.1128/jcm.00569-21,1/23/23,"0095-1137,1098-660X",9,8/18/21,235,NA,10.1128,American Society for Microbiology,0.9996717,Crossref,30,30,9,Microbiology (medical),"Nasal Swab Performance by Collection Timing, Procedure, and Method of Transport for Patients with SARS-CoV-2",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jcm.00569-21,59,"<jats:p>The urgent need for large-scale diagnostic testing for SARS-CoV-2 has prompted interest in sample collection methods of sufficient sensitivity to replace nasopharynx (NP) sampling. Nasal swab samples are an attractive alternative; however, previous studies have disagreed over how nasal sampling performs relative to NP sampling.</jats:p>",en,J Clin Microbiol,NA,2021,NA
https://journals.asm.org/doi/10.1128/jcm.00777-12,1,No,No,NA,NA,NA,salucas@umich.edu,NA,No Data Available,410,10.1128/JCM.00777-12,Journal of Clinical Microbiology,6/13/12,3/4/22,2012-08,10.1128/jcm.00777-12,1/4/23,"0095-1137,1098-660X",8,2012-08,235,2755-2760,10.1128,American Society for Microbiology,0.9994443,Crossref,18,18,22,Microbiology (medical),"Comparison of Two Capillary Gel Electrophoresis Systems for Clostridium difficile Ribotyping, Using a Panel of Ribotype 027 Isolates and Whole-Genome Sequences as a Reference Standard",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jcm.00777-12,50,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            PCR ribotyping is the most commonly used
            <jats:named-content content-type=""genus-species"">Clostridium difficile</jats:named-content>
            genotyping method, but its utility is limited by lack of standardization. In this study, we analyzed four published whole genomes and tested an international collection of 21 well-characterized
            <jats:named-content content-type=""genus-species"">C. difficile</jats:named-content>
            ribotype 027 isolates as the basis for comparison of two capillary gel electrophoresis (CGE)-based ribotyping methods. There were unexpected differences between the 16S-23S rRNA intergenic spacer region (ISR) allelic profiles of the four ribotype 027 genomes, but six bands were identified in all four and a seventh in three genomes. All seven bands and another, not identified in any of the whole genomes, were found in all 21 isolates. We compared sequencer-based CGE (SCGE) with three different primer pairs to the Qiagen QIAxcel CGE (QCGE) platform. Deviations from individual reference/consensus band sizes were smaller for SCGE (0 to 0.2 bp) than for QCGE (4.2 to 9.5 bp). Compared with QCGE, SCGE more readily distinguished bands of similar length (more discriminatory), detected bands of larger size and lower intensity (more sensitive), and assigned band sizes more accurately and reproducibly, making it more suitable for standardization. Specifically, QCGE failed to identify the largest ISR amplicon. Based on several criteria, we recommend the primer set 16S-USA/23S-USA for use in a proposed standard SCGE method. Similar differences between SCGE and QCGE were found on testing of 14 isolates of four other
            <jats:named-content content-type=""genus-species"">C. difficile</jats:named-content>
            ribotypes. Based on our results, ISR profiles based on accurate sequencer-based band lengths would be preferable to agarose gel-based banding patterns for the assignment of ribotypes.
          </jats:p>",en,J Clin Microbiol,NA,2012,NA
https://journals.asm.org/doi/10.1128/jcm.02075-20,1,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,453,10.1128/JCM.02075-20,Journal of Clinical Microbiology,11/2/20,3/5/22,1/21/21,10.1128/jcm.02075-20,11/30/22,"0095-1137,1098-660X",2,1/21/21,235,NA,10.1128,American Society for Microbiology,0.9969219,Crossref,33,33,10,Microbiology (medical),"Development and Clinical Validation of a Pangenotypic PCR-Based Assay for the Detection and Quantification of Hepatitis E Virus (
            <i>Orthohepevirus</i>
            A Genus)",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jcm.02075-20,59,"<jats:p>
            The objective of this study was to design a pangenotypic PCR-based assay for the detection and quantification of hepatitis E virus (HEV) RNA from across the entire spectrum of described genotypes belonging to the
            <jats:italic>Orthohepevirus</jats:italic>
            A genus. The optimal conditions and the performance of the assay were determined by testing the WHO standard strain (6219/10) and the WHO HEV panel (8578/13). Similarly, performance comparisons were made with two commercial assays (Real Star HEV RT-PCR 2.0 and
            <jats:italic>ampli</jats:italic>
            Cube HEV 2.
          </jats:p>",en,J Clin Microbiol,NA,2021,NA
https://journals.asm.org/doi/10.1128/jmbe.00137-22,1,No,No,NA,NA,NA,acollens@umich.edu,NA,No Data Available,515,10.1128/jmbe.00137-22,Journal of Microbiology &amp; Biology Education,11/23/22,11/23/22,NA,10.1128/jmbe.00137-22,11/24/22,"1935-7877,1935-7885",NA,11/23/22,235,NA,10.1128,American Society for Microbiology,0.9899533,Crossref,43,43,0,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",SMART CUREs: a Professional Development Program for Advancing Teaching Assistant Preparedness To Facilitate Course-Based Undergraduate Research Experiences,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.00137-22,NA,"<jats:p>Course-based undergraduate research experiences (CUREs) have emerged as a viable platform to engage large numbers of students in real-world scientific practices. Historically, CUREs have been offered throughout science, technology, engineering, and mathematics curricula at both the introductory and advanced levels and have been facilitated by a variety of individuals, including faculty members, postdoctoral fellows, and graduate teaching assistants (GTAs).</jats:p>",en,J Microbiol Biol Educ.,11/23/22,NA,NA
https://journals.asm.org/doi/10.1128/jmbe.00172-21,2,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,561,10.1128/jmbe.00172-21,Journal of Microbiology &amp; Biology Education,10/29/21,3/4/22,12/15/21,10.1128/jmbe.00172-21,4/3/22,"1935-7877,1935-7885",3,12/15/21,235,NA,10.1128,American Society for Microbiology,0.94519675,Crossref,29,29,0,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",An Active Learning Intervention Based on Evaluating Alternative Hypotheses Increases Scientific Literacy of Controlled Experiments in Introductory Biology,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.00172-21,22,"<jats:p>Scientific education provides a set of tools to make sense of a complex world by teasing out complicated cause-and-effect relationships, such as the elimination of effects of confounding factors in controlled experiments. There is evidence that depth of understanding of controlled experiments is lacking among undergraduate science students despite exposure to controlled experiments in courses.</jats:p>",en,J Microbiol Biol Educ.,NA,2021,NA
https://journals.asm.org/doi/10.1128/jmbe.00198-22,1,No,No,NA,NA,NA,acollens@umich.edu,NA,No Data Available,573,10.1128/jmbe.00198-22,Journal of Microbiology &amp; Biology Education,1/31/23,1/31/23,NA,10.1128/jmbe.00198-22,2/1/23,"1935-7877,1935-7885",NA,1/31/23,235,NA,10.1128,American Society for Microbiology,0.9318319,Crossref,29,29,0,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",Visual Literacy of Molecular Biology Revealed through a Card-Sorting Task,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.00198-22,NA,"<jats:p>Visual literacy, which is the ability to effectively identify, interpret, evaluate, use, and create images and visual media, is an important aspect of science literacy. As molecular processes are not directly observable, researchers and educators rely on visual representations (e.g., drawings) to communicate ideas in biology.</jats:p>",en,J Microbiol Biol Educ.,1/31/23,NA,NA
https://journals.asm.org/doi/10.1128/jmbe.v16i2.949,1,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,596,10.1128/jmbe.v16i2.949,Journal of Microbiology &amp; Biology Education,12/15/15,3/4/22,2015-12,10.1128/jmbe.v16i2.949,1/8/23,"1935-7877,1935-7885",2,2015-12,235,198-202,10.1128,American Society for Microbiology,0.9190833,Crossref,14,14,9,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education","Quantitative Analysis of the Trends Exhibited by the Three Interdisciplinary Biological Sciences: Biophysics, Bioinformatics, and Systems Biology",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.v16i2.949,16,"<jats:p>New interdisciplinary biological sciences like bioinformatics, biophysics, and systems biology have become increasingly relevant in modern science. Many papers have suggested the importance of adding these subjects, particularly bioinformatics, to an undergraduate curriculum; however, most of their assertions have relied on qualitative arguments. In this paper, we will show our metadata analysis of a scientific literature database (PubMed) that quantitatively describes the importance of the subjects of bioinformatics, systems biology, and biophysics as compared with a well-established interdisciplinary subject, biochemistry. Specifically, we found that the development of each subject assessed by its publication volume was well described by a set of simple nonlinear equations, allowing us to characterize them quantitatively. Bioinformatics, which had the highest ratio of publications produced, was predicted to grow between 77% and 93% by 2025 according to the model. Due to the large number of publications produced in bioinformatics, which nearly matches the number published in biochemistry, it can be inferred that bioinformatics is almost equal in significance to biochemistry. Based on our analysis, we suggest that bioinformatics be added to the standard biology undergraduate curriculum. Adding this course to an undergraduate curriculum will better prepare students for future research in biology.</jats:p>",en,J Microbiol Biol Educ.,NA,2015,NA
https://journals.asm.org/doi/10.1128/jmbe.v18i2.1284,2,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,NA,10.1128/jmbe.v18i2.1284,Journal of Microbiology &amp; Biology Education,9/25/17,3/4/22,2017-09,10.1128/jmbe.v18i2.1284,2/13/23,"1935-7877,1935-7885",2,2017-09,235,NA,10.1128,American Society for Microbiology,0.9577267,Crossref,14,14,9,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",Unique Down to Our Microbes—Assessment of an Inquiry-Based Metagenomics Activity,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.v18i2.1284,18,"<jats:p>Metagenomics is an important method for studying microbial life. However, undergraduate exposure to metagenomics is hindered by associated software, computing demands, and dataset access. In this inquiry-based activity designed for introductory life science majors and nonmajors, students perform an investigation of the bacterial communities inhabiting the human belly button and associated metagenomics data collected through a citizen science project and visualized using an open-access bioinformatics tool. The activity is designed for attainment of the following student learning outcomes: defining terms associated with metagenomics analyses, describing the biological impact of the microbiota on human health, formulating a hypothesis, analyzing and interpreting metagenomics data to compare microbiota, evaluating a specific hypothesis, and synthesizing a conceptual model as to why bacterial populations vary. This activity was implemented in six introductory biology and biotechnology courses across five institutions. Attainment of student learning outcomes was assessed through completion of a quiz and students’ presentations of their findings. In presentations, students demonstrated their ability to develop novel hypotheses and analyze and interpret metagenomic data to evaluate their hypothesis. In quizzes, students demonstrated their ability to define key terms and describe the biological impact of the microbiota on human health. Student learning gains assessment also revealed that students perceived gains for all student learning outcomes. Collectively, our assessment demonstrates achievement of the learning outcomes and supports the utility of this inquiry-based activity to engage undergraduates in the scientific process via analyses of metagenomics datasets and associated exploration of a microbial community that lives on the human body.</jats:p>",en,J Microbiol Biol Educ.,NA,2017,548
