paper,new_seq_data,availability,data_public_private,software_links,keywords,submitter,comments,data_available,...10,alternative.id,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,update.policy,url,volume,abstract,language,short.container.title,published.online,year.published,...41
https://journals.asm.org/doi/10.1128/mbio.01517-21,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,713,10.1128/mBio.01517-21,mBio,8/10/21,3/8/22,8/31/21,10.1128/mbio.01517-21,1/31/23,2150-7511,4,8/31/21,235,NA,10.1128,American Society for Microbiology,0.9978764,Crossref,59,59,6,"Virology,Microbiology","<i>Bundibugyo ebolavirus</i>
            Survival Is Associated with Early Activation of Adaptive Immunity and Reduced Myeloid-Derived Suppressor Cell Signaling",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mbio.01517-21,12,"<jats:p>Bundibugyo virus (BDBV) and Ebola virus (EBOV) are ebolaviruses endemic to Africa that cause severe, often fatal hemorrhagic disease. BDBV is considered a less pathogenic ebolavirus due to its reduced lethality during human outbreaks, as well as in experimentally infected nonhuman primates.</jats:p>",en,mBio,NA,2021,NA
https://journals.asm.org/doi/10.1128/msystems.00974-20,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,1234,10.1128/mSystems.00974-20,mSystems,1/11/21,3/8/22,2/23/21,10.1128/msystems.00974-20,2/8/23,2379-5077,1,2/23/21,235,NA,10.1128,American Society for Microbiology,0.9828499,Crossref,86,86,16,"Computer Science Applications,Genetics,Molecular Biology,Modeling and Simulation,Ecology, Evolution, Behavior and Systematics,Biochemistry,Physiology,Microbiology",Nonadditive Transcriptomic Signatures of Genotype-by-Genotype Interactions during the Initiation of Plant-Rhizobium Symbiosis,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00974-20,6,"<jats:p>A sustainable way for meeting the need of an increased global food demand should be based on a holobiont perspective, viewing crop plants as intimately associated with their microbiome, which helps improve plant nutrition, tolerance to pests, and adverse climate conditions. However, the genetic repertoire needed for efficient association with plants by the microbial symbionts is still poorly understood.</jats:p>",en,mSystems,NA,2021,NA
https://journals.asm.org/doi/10.1128/jmbe.v16i1.890,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,NA,10.1128/jmbe.v16i1.890,Journal of Microbiology &amp; Biology Education,5/6/15,3/4/22,2015-05,10.1128/jmbe.v16i1.890,4/3/22,"1935-7877,1935-7885",1,2015-05,235,87-89,10.1128,American Society for Microbiology,0.9520516,Crossref,18,18,5,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",Use of Constructed-Response Questions to Support Learning of Cell Biology during Lectures,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.v16i1.890,16,"<jats:p>The use of class-response systems such as the Clickers to promote active-learning during lectures has been wide-spread. However, the often-used MCQ format in class activities as well as in assessments for large classes might lower students‚Äô expectations and attitudes towards learning. Here, I describe my experience converting MCQs to constructed-response questions for in-class learning activities by removing cues from the MCQs. From the responses submitted, students seemed capable of providing answers without the need for cues. Using class-response systems such as Socrative for such constructed-response questions could be useful to challenge students to express their ideas in their own words. Moreover, by constructing their own answers, mis-conceptions could be revealed and corrected in a timely manner.</jats:p>",en,J Microbiol Biol Educ.,NA,2015,556
https://journals.asm.org/doi/10.1128/aac.00018-22,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,NA,10.1128/aac.00018-22,Antimicrobial Agents and Chemotherapy,4/28/22,5/17/22,5/17/22,10.1128/aac.00018-22,12/20/22,"0066-4804,1098-6596",5,5/17/22,235,NA,10.1128,American Society for Microbiology,0.9966296,Crossref,29,29,1,"Infectious Diseases,Pharmacology (medical),Pharmacology",Anti-Mycobacterium abscessus Activity of Tuberculosis F-ATP Synthase Inhibitor GaMF1,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.00018-22,66,"<jats:p>
            New drug targets and molecules with bactericidal activity are needed against the respiratory mycobacterial pathogen
            <jats:named-content content-type=""genus-species"">Mycobacterium abscessus</jats:named-content>
            . Employing a lead repurposing strategy, the antituberculosis compound GaMF1 was tested against
            <jats:named-content content-type=""genus-species"">M. abscessus</jats:named-content>
            .
          </jats:p>",en,Antimicrob Agents Chemother,NA,2022,51
https://journals.asm.org/doi/10.1128/spectrum.03404-22,Yes,Yes,Public,NA,"NCBI, ""accession number"", ""accession no."", ""sequence read archive""",acollens@umich.edu,NA,Data Available,967,10.1128/spectrum.03404-22,Microbiology Spectrum,12/15/22,2/14/23,2/14/23,10.1128/spectrum.03404-22,2/15/23,2165-0497,1,2/14/23,235,NA,10.1128,American Society for Microbiology,0.9811984,Crossref,52,52,0,"Infectious Diseases,Cell Biology,Microbiology (medical),Genetics,General Immunology and Microbiology,Ecology,Physiology",Diurnal Variation of Epiphytic Microbiota: an Unignorable Factor Affecting the Anaerobic Fermentation Characteristics of Sorghum-Sudangrass Hybrid Silage,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/spectrum.03404-22,11,<jats:p>Ensiling is a way to preserve wet biomass for animal and bioenergy production worldwide. The fermentation quality of silage is largely dependent on the epiphytic microbiota of the material.</jats:p>,en,Microbiol Spectr,NA,2023,NA
https://journals.asm.org/doi/10.1128/iai.00406-10,No,No,NA,NA,NA,jocolova@med.umich.edu,microarray,No Data Available,NA,10.1128/IAI.00406-10,Infection and Immunity,6/2/10,3/5/22,2010-08,10.1128/iai.00406-10,2/19/23,"0019-9567,1098-5522",8,2010-08,235,3465-3474,10.1128,American Society for Microbiology,0.9982687,Crossref,57,57,120,"Infectious Diseases,Immunology,Microbiology,Parasitology","<i>Coxiella burnetii</i>
            Phase I and II Variants Replicate with Similar Kinetics in Degradative Phagolysosome-Like Compartments of Human Macrophages",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.00406-10,78,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            <jats:italic>Coxiella burnetii</jats:italic>
            infects mononuclear phagocytes, where it directs biogenesis of a vacuolar niche termed the parasitophorous vacuole (PV). Owing to its lumenal pH (‚àº5) and fusion with endolysosomal vesicles, the PV is considered phagolysosome-like. However, the degradative properties of the mature PV are unknown, and there are conflicting reports on the maturation state and growth permissiveness of PV harboring virulent phase I or avirulent phase II
            <jats:italic>C. burnetii</jats:italic>
            variants in human mononuclear phagocytes. Here, we employed infection of primary human monocyte-derived macrophages (HMDMs) and THP-1 cells as host cells to directly compare the PV maturation kinetics and pathogen growth in cells infected with the Nine Mile phase I variant (NMI) or phase II variant (NMII) of
            <jats:italic>C. burnetii</jats:italic>
            . In both cell types, phase variants replicated with similar kinetics, achieving roughly 2 to 3 log units of growth before they reached stationary phase. HMDMs infected by either phase variant secreted similar amounts of the proinflammatory cytokines interleukin-6 and tumor necrosis factor alpha. In infected THP-1 cells, equal percentages of NMI and NMII PVs decorate with the early endosomal marker Rab5, the late endosomal/lysosomal markers Rab7 and CD63, and the lysosomal marker cathepsin D at early (8 h) and late (72 h) time points postinfection (p.i.). Mature PVs (2 to 4 days p.i.) harboring NMI or NMII contained proteolytically active cathepsins and quickly degraded
            <jats:italic>Escherichia coli</jats:italic>
            . These data suggest that
            <jats:italic>C. burnetii</jats:italic>
            does not actively inhibit phagolysosome function as a survival mechanism. Instead, NMI and NMII resist degradation to replicate in indistinguishable digestive PVs that fully mature through the endolysosomal pathway.
          </jats:p>",en,Infect Immun,NA,2010,227
https://journals.asm.org/doi/10.1128/aem.02294-20,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,NA,10.1128/AEM.02294-20,Applied and Environmental Microbiology,12/11/20,2/23/22,2/12/21,10.1128/aem.02294-20,11/4/22,"0099-2240,1098-5336",5,2/12/21,235,NA,10.1128,American Society for Microbiology,0.99889064,Crossref,80,80,3,"Ecology,Applied Microbiology and Biotechnology,Food Science,Biotechnology",A Novel Antidipteran Bacillus thuringiensis Strain: Unusual Cry Toxin Genes in a Highly Dynamic Plasmid Environment,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aem.02294-20,87,"<jats:p>
            <jats:named-content content-type=""genus-species"">Bacillus thuringiensis</jats:named-content>
            , a soil entomopathogenic bacterium, is at the base of many sustainable eco-friendly bioinsecticides. Hence stems the need to continually characterize insecticidal toxins.
          </jats:p>",en,Appl Environ Microbiol,NA,2021,114
https://journals.asm.org/doi/10.1128/msphere.00542-21,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,1186,10.1128/mSphere.00542-21,mSphere,7/7/21,3/8/22,8/25/21,10.1128/msphere.00542-21,12/21/22,2379-5042,4,8/25/21,235,NA,10.1128,American Society for Microbiology,0.95870334,Crossref,34,34,4,"Molecular Biology,Microbiology",Longitudinal COVID-19 Surveillance and Characterization in the Workplace with Public Health and Diagnostic Endpoints,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msphere.00542-21,6,"<jats:p>The rapid spread of SARS-CoV-2 and the associated COVID-19 has precipitated a global pandemic heavily challenging our social behavior, economy, and health care infrastructure. In the absence of widespread, worldwide access to safe and effective vaccines and therapeutics, public health measures represent a key intervention for curbing the devastating impacts from the pandemic.</jats:p>",en,mSphere,NA,2021,NA
https://journals.asm.org/doi/10.1128/mbio.00186-20,Yes,Yes,Private,NA,data are available from the corresponding author upon request,armourc@umich.edu,"They constructed a plasmid and sequenced it to verify. From the methods: ""Plasmid constructs were verified by DNA sequencing"" but don't link to the sequencing (available upon request)",Data Available,703,10.1128/mBio.00186-20,mBio,3/24/20,3/8/22,4/28/20,10.1128/mbio.00186-20,2/20/23,"2161-2129,2150-7511",2,4/28/20,235,NA,10.1128,American Society for Microbiology,0.9994809,Crossref,72,72,13,"Virology,Microbiology",A Lassa Virus Live-Attenuated Vaccine Candidate Based on Rearrangement of the Intergenic Region,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mbio.00186-20,11,"<jats:p>Lassa virus (LASV), the causative agent of Lassa fever, infects several hundred thousand people in Western Africa, resulting in many lethal Lassa fever cases. No U.S. Food and Drug Administration-licensed countermeasures are available to prevent or treat LASV infection. We describe the generation of a novel LASV live-attenuated vaccine candidate rLASV(IGR/S-S), which is based on the replacement of the large genomic segment noncoding intergenic region (IGR) with that of the small genome segment. rLASV(IGR/S-S) is less fit in cell culture than wild-type virus and does not cause clinical signs in inoculated guinea pigs. Importantly, rLASV(IGR/S-S) protects immunized guinea pigs against an otherwise lethal exposure to LASV.</jats:p>",en,mBio,NA,2020,NA
https://journals.asm.org/doi/10.1128/jvi.02359-10,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,NA,10.1128/JVI.02359-10,Journal of Virology,3/4/11,3/5/22,5/15/11,10.1128/jvi.02359-10,12/31/22,"0022-538X,1098-5514",10,5/15/11,235,5016-5026,10.1128,American Society for Microbiology,0.9991332,Crossref,77,77,17,"Virology,Insect Science,Immunology,Microbiology",Deletion of Major Nonessential Genomic Regions in the Vaccinia Virus Lister Strain Enhances Attenuation without Altering Vaccine Efficacy in Mice,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jvi.02359-10,85,"<jats:title>ABSTRACT</jats:title>
          <jats:p>The vaccinia virus (VACV) Lister strain was one of the vaccine strains that enabled smallpox eradication. Although the strain is most often harmless, there have been numerous incidents of mild to life-threatening accidents with this strain and others. In an attempt to further attenuate the Lister strain, we investigated the role of 5 genomic regions known to be deleted in the modified VACV Ankara (MVA) genome in virulence in immunodeficient mice, immunogenicity in immunocompetent mice, and vaccine efficacy in a cowpox virus challenge model. Lister mutants were constructed so as to delete each of the 5 regions or various combinations of these regions. All of the mutants replicated efficiently in tissue culture except region I mutants, which multiplied more poorly in human cells than the parental strain. Mutants with single deletions were not attenuated or only moderately so in athymic nude mice. Mutants with multiple deletions were more highly attenuated than those with single deletions. Deleting regions II, III, and V together resulted in total attenuation for nude mice and partial attenuation for SCID mice. In immunocompetent mice, the Lister deletion mutants induced VACV specific humoral responses equivalent to those of the parental strain but in some cases lower cell-mediated immune responses. All of the highly attenuated mutants protected mice from a severe cowpox virus challenge at low vaccine doses. The data suggest that several of the Lister mutants combining multiple deletions could be used in smallpox vaccination or as live virus vectors at doses equivalent to those used for the traditional vaccine while displaying increased safety.</jats:p>",en,J Virol,NA,2011,626
https://journals.asm.org/doi/10.1128/aac.01115-10,No,No,NA,NA,NA,acollens@umich.edu,NA,No Data Available,5,10.1128/AAC.01115-10,Antimicrobial Agents and Chemotherapy,6/14/11,2/21/22,2011-09,10.1128/aac.01115-10,1/6/23,"0066-4804,1098-6596",9,2011-09,235,3994-3999,10.1128,American Society for Microbiology,0.9997607,Crossref,26,26,22,"Infectious Diseases,Pharmacology (medical),Pharmacology",Pharmacokinetic and Pharmacodynamic Characteristics of a New Pediatric Formulation of Artemether-Lumefantrine in African Children with Uncomplicated Plasmodium falciparum Malaria,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/aac.01115-10,55,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            The pharmacokinetic and pharmacodynamic properties of a new pediatric formulation of artemether-lumefantrine, dispersible tablet, were determined within the context of a multicenter, randomized, parallel-group study. In an exploratory approach, we compared a new pediatric formulation with the tablet formulation administered crushed in the treatment of African children with uncomplicated
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Plasmodium falciparum</jats:named-content>
            malaria. Patients were randomized to 3 different dosing groups (weights of 5 to &lt;15 kg, 15 and &lt;25 kg, and 25 to &lt;35 kg). Treatment was administered twice daily over 3 days. Plasma concentrations of artemether and its active metabolite, dihydroartemisinin (DHA), were determined at 1 and 2 h after the first dose of dispersible (
            <jats:italic>n</jats:italic>
            = 91) and crushed (
            <jats:italic>n</jats:italic>
            = 93) tablets. A full pharmacokinetic profile of lumefantrine was reconstituted on the basis of 310 (dispersible tablet) and 315 (crushed tablet) plasma samples, collected at 6 different time points (1 sample per patient). Dispersible and crushed tablets showed similar artemether and DHA maximum concentrations in plasma (
            <jats:italic>C</jats:italic>
            <jats:sub>max</jats:sub>
            ) for the different body weight groups, with overall means of 175 ± 168 and 190 ± 168 ng/ml, respectively, for artemether and 64.7 ± 58.1 and 63.7 ± 65.0 ng/ml, respectively, for DHA. For lumefantrine, the population
            <jats:italic>C</jats:italic>
            <jats:sub>max</jats:sub>
            were 6.3 μg/ml (dispersible tablet) and 7.7 μg/ml (crushed tablet), whereas the areas under the concentration-time curves from time zero to the time of the last quantifiable plasma concentration measured were 574 and 636 μg · h/ml, respectively. For both formulations, descriptive quintile analyses showed no apparent association between artemether/DHA
            <jats:italic>C</jats:italic>
            <jats:sub>max</jats:sub>
            and parasite clearance time or between the lumefantrine
            <jats:italic>C</jats:italic>
            <jats:sub>max</jats:sub>
            and the occurrence of adverse events or corrected QT interval changes. The results suggest that the dispersible tablet provides adequate systemic exposure to artemether, DHA, and lumefantrine in African children with uncomplicated
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">P. falciparum</jats:named-content>
            malaria.
          </jats:p>",en,Antimicrob Agents Chemother,NA,2011,NA
