paper,html_tag,link_address,link_text,link_status,hostname,domain,website_type,link_count,new_seq_data,availability,data_public_private,software_links,keywords,submitter,comments,data_available,...11,alternative.id,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,update.policy,url,volume,abstract,language,short.container.title,published.online,year.published,...42
https://journals.asm.org/doi/10.1128/iai.00224-21,"<a href=""%5C%22https://img.jgi.doe.gov/%5C%22"">https://img.jgi.doe.gov/</a>",https://img.jgi.doe.gov/,https://img.jgi.doe.gov/,200,img.jgi.doe.gov,gov,gov,4,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,255,10.1128/IAI.00224-21,Infection and Immunity,8/9/21,3/5/22,10/15/21,10.1128/iai.00224-21,8/19/22,"0019-9567,1098-5522",11,10/15/21,235,NA,10.1128,American Society for Microbiology,0.9959058,Crossref,54,54,1,"Infectious Diseases,Immunology,Microbiology,Parasitology",Immunoreactive Protein Repertoires of Ehrlichia chaffeensis and E. canis Reveal the Dominance of Hypothetical Proteins and Conformation-Dependent Antibody Epitopes,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.00224-21,89,"<jats:p>
            The immunomes of
            <jats:named-content content-type=""genus-species"">Ehrlichia chaffeensis</jats:named-content>
            and
            <jats:named-content content-type=""genus-species"">Ehrlichia canis</jats:named-content>
            have recently been revised to include immunodominant hypothetical proteins with conformational antibody epitopes. In this study, we examined 216
            <jats:named-content content-type=""genus-species"">E. chaffeensis</jats:named-content>
            and 190
            <jats:named-content content-type=""genus-species"">E. canis</jats:named-content>
            highly antigenic proteins according to ANTIGENpro and also performed a genome-wide hypothetical protein analysis (
            <jats:named-content content-type=""genus-species"">E. chaffeensis</jats:named-content>
            <jats:italic>n</jats:italic>
             = 104;
            <jats:named-content content-type=""genus-species"">E. canis</jats:named-content>
            <jats:italic>n</jats:italic>
             = 124) for immunoreactivity.
          </jats:p>",en,Infect Immun,NA,2021,NA
https://journals.asm.org/doi/10.1128/iai.00224-21,"<a href=""%5C%22https://www.ncbi.nlm.nih.gov/genbank/%5C%22"">https://www.ncbi.nlm.nih.gov/genbank/</a>",https://www.ncbi.nlm.nih.gov/genbank/,https://www.ncbi.nlm.nih.gov/genbank/,200,ncbi.nlm.nih.gov,gov,gov,4,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,255,10.1128/IAI.00224-21,Infection and Immunity,8/9/21,3/5/22,10/15/21,10.1128/iai.00224-21,8/19/22,"0019-9567,1098-5522",11,10/15/21,235,NA,10.1128,American Society for Microbiology,0.9959058,Crossref,54,54,1,"Infectious Diseases,Immunology,Microbiology,Parasitology",Immunoreactive Protein Repertoires of Ehrlichia chaffeensis and E. canis Reveal the Dominance of Hypothetical Proteins and Conformation-Dependent Antibody Epitopes,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.00224-21,89,"<jats:p>
            The immunomes of
            <jats:named-content content-type=""genus-species"">Ehrlichia chaffeensis</jats:named-content>
            and
            <jats:named-content content-type=""genus-species"">Ehrlichia canis</jats:named-content>
            have recently been revised to include immunodominant hypothetical proteins with conformational antibody epitopes. In this study, we examined 216
            <jats:named-content content-type=""genus-species"">E. chaffeensis</jats:named-content>
            and 190
            <jats:named-content content-type=""genus-species"">E. canis</jats:named-content>
            highly antigenic proteins according to ANTIGENpro and also performed a genome-wide hypothetical protein analysis (
            <jats:named-content content-type=""genus-species"">E. chaffeensis</jats:named-content>
            <jats:italic>n</jats:italic>
             = 104;
            <jats:named-content content-type=""genus-species"">E. canis</jats:named-content>
            <jats:italic>n</jats:italic>
             = 124) for immunoreactivity.
          </jats:p>",en,Infect Immun,NA,2021,NA
https://journals.asm.org/doi/10.1128/jb.masthead.201-12,"<a href=""%5C%22https://journals.asm.org/content/contact-us%5C%22"">https://journals.asm.org/content/contact-us</a>",https://journals.asm.org/content/contact-us,https://journals.asm.org/content/contact-us,403,journals.asm.org,org,org,2,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,323,10.1128/JB.masthead.201-12,Journal of Bacteriology,5/21/19,7/29/21,6/15/19,10.1128/jb.masthead.201-12,4/2/22,"0021-9193,1098-5530",12,6/15/19,235,NA,10.1128,American Society for Microbiology,0.9985525,Crossref,0,0,0,"Molecular Biology,Microbiology",Editorial Board,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.masthead.201-12,201,NA,en,J Bacteriol,NA,2019,NA
https://journals.asm.org/doi/10.1128/jb.masthead.201-12,"<a href=""%5C%22https://journals.asm.org/content/permissions%5C%22"">https://journals.asm.org/content/permissions</a>",https://journals.asm.org/content/permissions,https://journals.asm.org/content/permissions,403,journals.asm.org,org,org,2,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,323,10.1128/JB.masthead.201-12,Journal of Bacteriology,5/21/19,7/29/21,6/15/19,10.1128/jb.masthead.201-12,4/2/22,"0021-9193,1098-5530",12,6/15/19,235,NA,10.1128,American Society for Microbiology,0.9985525,Crossref,0,0,0,"Molecular Biology,Microbiology",Editorial Board,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.masthead.201-12,201,NA,en,J Bacteriol,NA,2019,NA
https://journals.asm.org/doi/10.1128/jb.masthead.201-20,"<a href=""%5C%22https://journals.asm.org/content/contact-us%5C%22"">https://journals.asm.org/content/contact-us</a>",https://journals.asm.org/content/contact-us,https://journals.asm.org/content/contact-us,403,journals.asm.org,org,org,2,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,353,10.1128/JB.masthead.201-20,Journal of Bacteriology,9/19/19,7/29/21,10/15/19,10.1128/jb.masthead.201-20,4/2/22,"0021-9193,1098-5530",20,10/15/19,235,NA,10.1128,American Society for Microbiology,0.9968081,Crossref,0,0,0,"Molecular Biology,Microbiology",Editorial Board,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.masthead.201-20,201,NA,en,J Bacteriol,NA,2019,NA
https://journals.asm.org/doi/10.1128/jb.masthead.201-20,"<a href=""%5C%22https://journals.asm.org/content/permissions%5C%22"">https://journals.asm.org/content/permissions</a>",https://journals.asm.org/content/permissions,https://journals.asm.org/content/permissions,403,journals.asm.org,org,org,2,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,353,10.1128/JB.masthead.201-20,Journal of Bacteriology,9/19/19,7/29/21,10/15/19,10.1128/jb.masthead.201-20,4/2/22,"0021-9193,1098-5530",20,10/15/19,235,NA,10.1128,American Society for Microbiology,0.9968081,Crossref,0,0,0,"Molecular Biology,Microbiology",Editorial Board,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.masthead.201-20,201,NA,en,J Bacteriol,NA,2019,NA
https://journals.asm.org/doi/10.1128/jb.00250-21,"<a href=""%5C%22https://gnps.ucsd.edu/ProteoSAFe/status.jsp?task=baba5df5ab1b437980f81b4e64bcffc0%5C%22"">https://gnps.ucsd.edu/ProteoSAFe/status.jsp?task=baba5df5ab1b437980f81b4e64bcffc0</a>",https://gnps.ucsd.edu/ProteoSAFe/status.jsp?task=baba5df5ab1b437980f81b4e64bcffc0,https://gnps.ucsd.edu/ProteoSAFe/status.jsp?task=baba5df5ab1b437980f81b4e64bcffc0,200,gnps.ucsd.edu,edu,edu,3,No,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,321,10.1128/JB.00250-21,Journal of Bacteriology,8/16/21,10/12/21,10/12/21,10.1128/jb.00250-21,2/6/23,"0021-9193,1098-5530",21,10/12/21,235,NA,10.1128,American Society for Microbiology,0.99870265,Crossref,92,92,8,"Molecular Biology,Microbiology",Impact of Artificial Sputum Medium Formulation on Pseudomonas aeruginosa Secondary Metabolite Production,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.00250-21,203,"<jats:p>
            Different media formulations aiming to replicate
            <jats:italic>in vivo</jats:italic>
            infection environments contain different nutrients, which affects interpretation of experimental results. Inclusion of undefined components, such as commercial porcine gastric mucin (PGM), in an otherwise chemically defined medium can alter the nutrient content of the medium in unexpected ways and influence experimental outcomes.
          </jats:p>",en,J Bacteriol,NA,2021,NA
https://journals.asm.org/doi/10.1128/jb.00250-21,"<a href=""%5C%22https://gnps.ucsd.edu/ProteoSAFe/status.jsp?task=5624bf8b3174483a89cf733d08ce0fff%5C%22"">https://gnps.ucsd.edu/ProteoSAFe/status.jsp?task=5624bf8b3174483a89cf733d08ce0fff</a>",https://gnps.ucsd.edu/ProteoSAFe/status.jsp?task=5624bf8b3174483a89cf733d08ce0fff,https://gnps.ucsd.edu/ProteoSAFe/status.jsp?task=5624bf8b3174483a89cf733d08ce0fff,200,gnps.ucsd.edu,edu,edu,3,No,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,321,10.1128/JB.00250-21,Journal of Bacteriology,8/16/21,10/12/21,10/12/21,10.1128/jb.00250-21,2/6/23,"0021-9193,1098-5530",21,10/12/21,235,NA,10.1128,American Society for Microbiology,0.99870265,Crossref,92,92,8,"Molecular Biology,Microbiology",Impact of Artificial Sputum Medium Formulation on Pseudomonas aeruginosa Secondary Metabolite Production,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.00250-21,203,"<jats:p>
            Different media formulations aiming to replicate
            <jats:italic>in vivo</jats:italic>
            infection environments contain different nutrients, which affects interpretation of experimental results. Inclusion of undefined components, such as commercial porcine gastric mucin (PGM), in an otherwise chemically defined medium can alter the nutrient content of the medium in unexpected ways and influence experimental outcomes.
          </jats:p>",en,J Bacteriol,NA,2021,NA
https://journals.asm.org/doi/10.1128/jb.00250-21,"<a href=""%5C%22https://gnps.ucsd.edu/ProteoSAFe/status.jsp?task=fc3ee81541aa4a60af38b15f08789620%5C%22"">https://gnps.ucsd.edu/ProteoSAFe/status.jsp?task=fc3ee81541aa4a60af38b15f08789620</a>",https://gnps.ucsd.edu/ProteoSAFe/status.jsp?task=fc3ee81541aa4a60af38b15f08789620,https://gnps.ucsd.edu/ProteoSAFe/status.jsp?task=fc3ee81541aa4a60af38b15f08789620,200,gnps.ucsd.edu,edu,edu,3,No,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,321,10.1128/JB.00250-21,Journal of Bacteriology,8/16/21,10/12/21,10/12/21,10.1128/jb.00250-21,2/6/23,"0021-9193,1098-5530",21,10/12/21,235,NA,10.1128,American Society for Microbiology,0.99870265,Crossref,92,92,8,"Molecular Biology,Microbiology",Impact of Artificial Sputum Medium Formulation on Pseudomonas aeruginosa Secondary Metabolite Production,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.00250-21,203,"<jats:p>
            Different media formulations aiming to replicate
            <jats:italic>in vivo</jats:italic>
            infection environments contain different nutrients, which affects interpretation of experimental results. Inclusion of undefined components, such as commercial porcine gastric mucin (PGM), in an otherwise chemically defined medium can alter the nutrient content of the medium in unexpected ways and influence experimental outcomes.
          </jats:p>",en,J Bacteriol,NA,2021,NA
https://journals.asm.org/doi/10.1128/jb.00359-21,"<a href=""%5C%22https://blast.ncbi.nlm.nih.gov/Blast.cgi%5C%22"">https://blast.ncbi.nlm.nih.gov/Blast.cgi</a>",https://blast.ncbi.nlm.nih.gov/Blast.cgi,https://blast.ncbi.nlm.nih.gov/Blast.cgi,200,blast.ncbi.nlm.nih.gov,gov,gov,1,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,346,10.1128/JB.00359-21,Journal of Bacteriology,8/23/21,10/12/21,10/12/21,10.1128/jb.00359-21,9/7/22,"0021-9193,1098-5530",21,10/12/21,235,NA,10.1128,American Society for Microbiology,0.99704623,Crossref,58,58,2,"Molecular Biology,Microbiology","VirB4- and VirD4-Like ATPases, Components of a Putative Type 4C Secretion System in Clostridioides difficile",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.00359-21,203,"<jats:p>
            <jats:named-content content-type=""genus-species"">C. difficile</jats:named-content>
            is a Gram-positive, anaerobic, spore-forming bacterium that causes life-threatening colitis in humans. Major virulence factors of the microorganism include the toxins TcdA, TcdB, and CDT.
          </jats:p>",en,J Bacteriol,NA,2021,NA
