paper,new_seq_data,data_availability,alternative.id,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,update.policy,url,volume,abstract,language,short.container.title,published.online,year.published,file,da,nsd,predicted,notes,assertion,author,link,license,reference,update_to,subtitle,funder,doi_no_underscore
https://journals.asm.org/doi/10.1128/iai.68.9.5454-5458.2000,Yes,Yes,10.1128/IAI.68.9.5454-5458.2000,Infection and Immunity,7/27/02,3/5/22,2000-09,10.1128/iai.68.9.5454-5458.2000,4/3/22,"0019-9567,1098-5522",9,2000-09,235,5454-5458,10.1128,American Society for Microbiology,0.996435,Crossref,28,28,45,"Infectious Diseases,Immunology,Microbiology,Parasitology","Analysis of Genes Expressed at the Infective Larval Stage Validates Utility of
            <i>Litomosoides sigmodontis</i>
            as a Murine Model for Filarial Vaccine Development",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.68.9.5454-5458.2000,68,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            We used an expressed sequence tag approach to analyze genes expressed by the infective larvae of the rodent filarial parasite
            <jats:italic>Litomosoides sigmodontis</jats:italic>
            . One hundred fifty two new genes were identified, including several proposed as vaccine candidates in studies with human filarial parasites. Our findings have important implications for the use of
            <jats:italic>L. sigmodontis</jats:italic>
            as a model for filarial infection.
          </jats:p>",en,Infect Immun,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/iai.70.5.2650-2656.2002,No,No,10.1128/IAI.70.5.2650-2656.2002,Infection and Immunity,7/27/02,3/5/22,2002-05,10.1128/iai.70.5.2650-2656.2002,2/7/23,"0019-9567,1098-5522",5,2002-05,235,2650-2656,10.1128,American Society for Microbiology,0.9961005,Crossref,29,29,45,"Infectious Diseases,Immunology,Microbiology,Parasitology",Polarized Expression of Tamm-Horsfall Protein by Renal Tubular Epithelial Cells Activates Human Granulocytes,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.70.5.2650-2656.2002,70,"<jats:title>ABSTRACT</jats:title>
          <jats:p>In renal bacterial infections granulocytes are of major importance in the primary immune defense against invading pathogens. However, the mechanisms of granulocytic activation in renal interstitial invasion have not been clarified. Renal tubular epithelial cell mechanisms inducing granulocytic activation and bacterial killing may include tubular cell expression of Tamm-Horsfall protein (THP), a urinary protein that is known to enhance cytokine expression in monocytes. We studied the role of THP in granulocytic activation. A strong binding of THP to human granulocytes was demonstrated by fluorescence-activated cell sorter analysis. Urinary THP and supernatants of THP-expressing cultured tubular epithelial cells (MDCK) enhanced interleukin-8 (IL-8) expression by human granulocytes. Renal tubular cells growing polarized on polycarbonate membranes were used to study apical versus basal THP expression. By electron microscopy THP immunoreactivity was exclusively found on the apical surfaces of tubular cells and was absent on the basolateral cell membrane. In the apical cell culture compartment we found significantly more stimulatory activity for granulocytic IL-8 expression. CD62L, a selectin less expressed in activated granulocytes, was decreased in granulocytes incubated with urinary THP and in supernatants of THP-producing renal tubular cells but not in supernatants from THP-negative cells. Again, the effect on CD62L expression was found only in apical culture media and was absent in the basal compartment. In summary our data give evidence that renal tubular cell THP expression may be relevant in kidney diseases since THP is a potent activator of human granulocytes. The regulation of apical versus basal THP expression and release in vivo may be crucial in the induction of the inflammatory response, e.g., in bacterial renal diseases.</jats:p>",en,Infect Immun,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/iai.69.11.6702-6706.2001,No,No,10.1128/IAI.69.11.6702-6706.2001,Infection and Immunity,7/27/02,3/5/22,2001-11,10.1128/iai.69.11.6702-6706.2001,1/20/23,"0019-9567,1098-5522",11,2001-11,235,6702-6706,10.1128,American Society for Microbiology,0.9960781,Crossref,25,25,133,"Infectious Diseases,Immunology,Microbiology,Parasitology","Immunization with Components of Two Iron Uptake ABC Transporters Protects Mice against Systemic
            <i>Streptococcus pneumoniae</i>
            Infection",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.69.11.6702-6706.2001,69,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            There has been considerable recent research into protein based
            <jats:italic>Streptococcus pneumoniae</jats:italic>
            vaccines as alternatives to the existing capsular antigen vaccines. PiuA and PiaA (formerly Pit1A and Pit2A) are recently identified lipoprotein components of
            <jats:italic>S. pneumoniae</jats:italic>
            iron uptake ABC transporters which are required for full virulence and are likely to be expressed on the surface of the bacterial cell membrane. We investigated the efficacy of recombinant PiuA and PiaA proteins at eliciting protective immunity in mice against systemic infection with
            <jats:italic>S. pneumoniae</jats:italic>
            . Both recombinant PiuA and PiaA generated antibody responses that cross-reacted with each other but not with pneumolysin and reacted with identical proteins from nine different
            <jats:italic>S. pneumoniae</jats:italic>
            serotypes. Mice immunized with recombinant PiuA and PiaA were protected against systemic challenge to a degree similar to those immunized with an existing protein vaccine candidate, PdB (a genetically modified pneumolysin toxoid). Immunization with a combination of both PiuA and PiaA resulted in additive protection and was highly protective against systemic infection with
            <jats:italic>S. pneumoniae</jats:italic>
            . PiuA and PiaA are therefore promising additional candidates for a novel
            <jats:italic>S. pneumoniae</jats:italic>
            vaccine using protein antigens.
          </jats:p>",en,Infect Immun,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/iai.68.2.630-636.2000,Yes,Yes,10.1128/IAI.68.2.630-636.2000,Infection and Immunity,7/27/02,3/5/22,2000-02,10.1128/iai.68.2.630-636.2000,2/17/23,"0019-9567,1098-5522",2,2000-02,235,630-636,10.1128,American Society for Microbiology,0.99570054,Crossref,61,61,22,"Infectious Diseases,Immunology,Microbiology,Parasitology","A Novel
            <i>Leishmania infantum</i>
            Recombinant Antigen Which Elicits Interleukin 10 Production by Peripheral Blood Mononuclear Cells of Patients with Visceral Leishmaniasis",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.68.2.630-636.2000,68,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            We report here the characterization of a novel
            <jats:italic>Leishmania infantum</jats:italic>
            protein termed papLe22 (22-kDa potentially aggravating protein of
            <jats:italic>Leishmania</jats:italic>
            ). A positive clone from a cDNA library was identified by serum of a visceral leishmaniasis (VL) patient. Full-length cDNA obtained using rapid amplification of cDNA ends-PCR codes for a 22-kDa protein. In
            <jats:italic>L. infantum</jats:italic>
            promastigotes an endogenous nuclear protein of 14-kDa electrophoretic mobility was found by using an antiserum prepared against the fusion protein glutathione
            <jats:italic>S</jats:italic>
            -transferase–papLe22. Its expression was also shown in
            <jats:italic>L. infantum</jats:italic>
            amastigotes and in
            <jats:italic>Leishmania major</jats:italic>
            and
            <jats:italic>Leishmania guyanensis</jats:italic>
            promastigotes. VL patients' sera showed anti-papLe22 immunoglobulin M (IgM) and IgG reactivities, indicating that a primary response against the leishmanial protein papLe22 accompanied acute VL manifestations. Specific IgG levels were correlated with patients' clinical status. The presence of IgG1, IgG2, and IgG3 subclasses suggested a mixed Th1- and Th2-type response; there was no correlation between subclass reactivity and the disease course. The recombinant papLe22 specifically activated interleukin-10 production by VL patients' peripheral blood mononuclear cells collected at diagnosis and after treatment-induced cure, indicating its contribution to VL pathogenesis and concomitant immunosuppression and its potential role in the reactivation of latent parasites. As a dominant immunogen, papLe22 might be used as a vaccine component, provided that the vaccination protocol directs the response toward the Th1 pattern.
          </jats:p>",en,Infect Immun,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/iai.69.9.5925-5930.2001,No,No,10.1128/IAI.69.9.5925-5930.2001,Infection and Immunity,7/27/02,3/5/22,2001-09,10.1128/iai.69.9.5925-5930.2001,2/14/23,"0019-9567,1098-5522",9,2001-09,235,5925-5930,10.1128,American Society for Microbiology,0.9952373,Crossref,45,45,71,"Infectious Diseases,Immunology,Microbiology,Parasitology","Recombinant
            <i>Actinobacillus actinomycetemcomitans</i>
            Cytolethal Distending Toxin Proteins Are Required To Interact To Inhibit Human Cell Cycle Progression and To Stimulate Human Leukocyte Cytokine Synthesis",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.69.9.5925-5930.2001,69,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            It has recently been discovered that
            <jats:italic>Actinobacillus actinomycetemcomitans</jats:italic>
            , an oral bacterium causing periodontitis, produces cytolethal distending toxin (CDT), a cell cycle-modulating toxin that has three protein subunits: CdtA, CdtB, and CdtC. In this study, we have cloned and expressed each toxin gene from
            <jats:italic>A. actinomycetemcomitans</jats:italic>
            in
            <jats:italic>Escherichia coli</jats:italic>
            and purified the recombinant Cdt proteins to homogeneity. Individual Cdt proteins failed to induce cell cycle arrest of the human epithelial cell line HEp-2. The only combinations of toxin proteins causing cell cycle arrest were the presence of all three Cdt proteins and the combination of CdtB and CdtC. A similar experimental protocol was used to determine if recombinant Cdt proteins were able to induce human peripheral blood mononuclear cells (PBMCs) to produce cytokines. The individual Cdt proteins were able to induce the synthesis by PBMCs of interleukin-1β (IL-1β), IL-6, and IL-8 but not of tumor necrosis factor alpha, IL-12, or granulocyte-macrophage colony-stimulating factor, with CdtC being the most potent and CdtB being the least potent cytokine inducer. There was evidence of synergism between these Cdt proteins in the stimulation of cytokine production, most markedly with gamma interferon, which required the minimum interaction of CdtB and -C to stimulate production.
          </jats:p>",en,Infect Immun,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/iai.68.3.1337-1349.2000,Yes,No,10.1128/IAI.68.3.1337-1349.2000,Infection and Immunity,7/27/02,3/5/22,2000-03,10.1128/iai.68.3.1337-1349.2000,3/30/22,"0019-9567,1098-5522",3,2000-03,235,1337-1349,10.1128,American Society for Microbiology,0.9949983,Crossref,36,36,12,"Infectious Diseases,Immunology,Microbiology,Parasitology","Characterization of In Vitro DNA Binding Sites of the EUO Protein of
            <i>Chlamydia psittaci</i>",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.68.3.1337-1349.2000,68,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            The EUO gene of chlamydia is highly expressed early in the developmental cycle, relative to other genes, but continues to be expressed throughout the active growth phases. The precise function of EUO protein is not known, but it binds to DNA in vitro. In this study, we developed a selection and amplification scheme for identifying chlamydial genomic fragments to which EUO preferentially binds in vitro. The scheme involved mixing recombinant EUO with a
            <jats:italic>Chlamydia psittaci</jats:italic>
            genomic library in a pBluescript plasmid vector in vitro, trapping EUO-bound plasmid clones on filters, and amplifying the clones in
            <jats:italic>Escherichia coli</jats:italic>
            . After nine rounds of enrichment, the EUO binding sites of the three most highly enriched clones were identified by DNase I footprint analysis. All three clones had multiple binding sites of various sizes with no clear distinguishing feature other than they were AT-rich and were usually not located in putative promoter regions. We used limited site-specific mutagenesis to characterize the strongest binding site of the most-highly-enriched clone, which represented about 50% of the population after nine rounds. This mutagenesis identified a core binding site of 15 nucleotides (nt) whose sequence was used to find related sequences within each of the strong binding sites in the other two clones. Using the frequency of bases at specific positions within this group of sequences as a guide, we carried out trial-and-error searching with many related sequences, eliminating those which identified nonfootprinted sites. This process led us to the consensus 15-nt sequence AHGAAAWVTYTWDAY, which, when allowing two mismatches, picked out all of the strong binding sites and no nonfootprinting sites within the three enriched clones. This sequence may be useful for predicting additional possible EUO binding sites in the chlamydial genome.
          </jats:p>",en,Infect Immun,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/iai.69.1.378-385.2001,No,No,10.1128/IAI.69.1.378-385.2001,Infection and Immunity,7/27/02,3/5/22,2001-01,10.1128/iai.69.1.378-385.2001,2/6/23,"0019-9567,1098-5522",1,2001-01,235,378-385,10.1128,American Society for Microbiology,0.99499595,Crossref,32,32,30,"Infectious Diseases,Immunology,Microbiology,Parasitology","Role of Plasma, Lipopolysaccharide-Binding Protein, and CD14 in Response of Mouse Peritoneal Exudate Macrophages to Endotoxin",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.69.1.378-385.2001,69,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Plasma lipopolysaccharide (LPS)-binding protein (LBP) and membrane CD14 function to enhance the responses of monocytes to low concentrations of endotoxin. Surprisingly, recent reports have suggested that LBP or CD14 may be dispensable for macrophage responses to low concentrations of LPS or may even exert an inhibitory effect in the case of LBP. We therefore investigated whether LBP and CD14 participated in the response of mouse peritoneal exudate macrophages (PEM) to LPS stimulation. In the presence of a low amount of plasma (&lt;1%) or of recombinant mouse or human LBP, PEM were found to respond to low concentrations of LPS (&lt;5 to 10 ng/ml) in an LBP- and CD14-dependent manner. However, tumor necrosis factor production (not interleukin-6 production) by LPS-stimulated PEM was reduced when cells were stimulated in the presence of higher concentrations of plasma or serum (5 or 10%). Yet, the inhibitory effect of plasma or serum was not mediated by LBP. Taken together with previous results obtained with
            <jats:italic>LBP</jats:italic>
            and
            <jats:italic>CD14</jats:italic>
            knockout mice in models of experimental endotoxemia, the present data confirm a critical part for LBP and CD14 in innate immune responses of both blood monocytes and tissue macrophages to endotoxins.
          </jats:p>",en,Infect Immun,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/iai.69.4.2714-2717.2001,No,No,10.1128/IAI.69.4.2714-2717.2001,Infection and Immunity,7/27/02,3/5/22,2001-04,10.1128/iai.69.4.2714-2717.2001,2/20/23,"0019-9567,1098-5522",4,2001-04,235,2714-2717,10.1128,American Society for Microbiology,0.99443215,Crossref,18,18,81,"Infectious Diseases,Immunology,Microbiology,Parasitology",Boosting Vaccine for Tuberculosis,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.69.4.2714-2717.2001,69,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            An effective new vaccine for the control of tuberculosis is badly needed. While current research attempts to improve vaccination are concentrating on new prophylactic or immunotherapeutic vaccines, virtually no emphasis has been placed on boosting individuals already inoculated with
            <jats:italic>Mycobacterium bovis</jats:italic>
            BCG. It is shown here that mice vaccinated with BCG gradually lose their capacity to resist an aerosol challenge infection as they age. However, if these mice are inoculated with the 30-kDa mycolyl transferase A protein in midlife, after challenge when aged they express levels of protection in the lungs comparable to those of young mice, associated with minimal pathological damage.
          </jats:p>",en,Infect Immun,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/iai.68.2.658-663.2000,No,No,10.1128/IAI.68.2.658-663.2000,Infection and Immunity,7/27/02,3/5/22,2000-02,10.1128/iai.68.2.658-663.2000,4/3/22,"0019-9567,1098-5522",2,2000-02,235,658-663,10.1128,American Society for Microbiology,0.9939759,Crossref,33,33,36,"Infectious Diseases,Immunology,Microbiology,Parasitology","Occurrence of Severe Destructive Lyme Arthritis in Hamsters Vaccinated with Outer Surface Protein A and Challenged with
            <i>Borrelia burgdorferi</i>",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.68.2.658-663.2000,68,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Arthritis is a frequent and major complication of infection with
            <jats:italic>Borrelia burgdorferi</jats:italic>
            sensu stricto. The antigens responsible for the induction of arthritis are unknown. Here we provide direct evidence that a major surface protein, outer surface protein A (OspA), can induce arthritis. Hamsters were vaccinated with 30, 60, or 120 μg of recombinant OspA (rOspA) in aluminum hydroxide and challenged with
            <jats:italic>B. burgdorferi</jats:italic>
            sensu stricto isolate 297 or C-1-11. Swelling of the hind paws was detected in 100, 100, and 50% of hamsters vaccinated with 30, 60, or 120 μg of rOspA, respectively. In addition, arthritis developed in 57% of hamsters vaccinated with a canine rOspA vaccine after infection with
            <jats:italic>B. burgdorferi</jats:italic>
            sensu stricto. When the canine rOspA vaccine was combined with aluminum hydroxide, all vaccinated hamsters developed arthritis after challenge with
            <jats:italic>B. burgdorferi</jats:italic>
            sensu stricto. Histopathologic examination confirmed the development of severe destructive arthritis in rOspA-vaccinated hamsters challenged with
            <jats:italic>B. burgdorferi</jats:italic>
            sensu stricto. These findings suggest that rOspA vaccines should be modified to eliminate epitopes of OspA responsible for the induction of arthritis. Our results are important because an rOspA vaccine in aluminum hydroxide was approved by the Food and Drug Administration for use in humans.
          </jats:p>",en,Infect Immun,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/iai.70.7.3804-3815.2002,No,No,10.1128/IAI.70.7.3804-3815.2002,Infection and Immunity,7/27/02,3/5/22,2002-07,10.1128/iai.70.7.3804-3815.2002,1/24/23,"0019-9567,1098-5522",7,2002-07,235,3804-3815,10.1128,American Society for Microbiology,0.9930956,Crossref,56,56,17,"Infectious Diseases,Immunology,Microbiology,Parasitology","<i>Candida albicans</i>
            Expresses a Focal Adhesion Kinase-Like Protein That Undergoes Increased Tyrosine Phosphorylation upon Yeast Cell Adhesion to Vitronectin and the EA.hy 926 Human Endothelial Cell Line",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.70.7.3804-3815.2002,70,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            The signaling pathways triggered by adherence of
            <jats:italic>Candida albicans</jats:italic>
            to the host cells or extracellular matrix are poorly understood. We provide here evidence in
            <jats:italic>C. albicans</jats:italic>
            yeasts of a p105 focal adhesion kinase (Fak)-like protein (that we termed CaFak), antigenically related to the vertebrate p125Fak, and its involvement in integrin-like-mediated fungus adhesion to vitronectin (VN) and EA.hy 926 human endothelial cell line. Biochemical analysis with different anti-chicken Fak antibodies identified CaFak as a 105-kDa protein and immunofluorescence and cytofluorimetric analysis on permeabilized cells specifically stain
            <jats:italic>C. albicans</jats:italic>
            yeasts; moreover, confocal microscopy evidences CaFak as a cytosolic protein that colocalizes on the membrane with the integrin-like VN receptors upon yeast adhesion to VN. The protein tyrosine kinase (PTK) inhibitors genistein and herbimycin A strongly inhibited
            <jats:italic>C. albicans</jats:italic>
            yeast adhesion to VN and EA.hy 926 endothelial cells. Moreover, engagement of αvβ3 and αvβ5 integrin-like on
            <jats:italic>C. albicans</jats:italic>
            either by specific monoclonal antibodies or upon adhesion to VN or EA.hy 926 endothelial cells stimulates CaFak tyrosine phosphorylation that is blocked by PTK inhibitor. A role for CaFak in
            <jats:italic>C. albicans</jats:italic>
            yeast adhesion was also supported by the failure of VN to stimulate its tyrosine phosphorylation in a
            <jats:italic>C. albicans</jats:italic>
            mutant showing normal levels of CaFak and VNR-like integrins but displaying reduced adhesiveness to VN and EA.hy 926 endothelial cells. Our results suggest that
            <jats:italic>C. albicans</jats:italic>
            Fak-like protein is involved in the control of yeast cell adhesion to VN and endothelial cells.
          </jats:p>",en,Infect Immun,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/iai.68.4.1781-1786.2000,No,No,10.1128/IAI.68.4.1781-1786.2000,Infection and Immunity,7/27/02,3/5/22,2000-04,10.1128/iai.68.4.1781-1786.2000,2/7/23,"0019-9567,1098-5522",4,2000-04,235,1781-1786,10.1128,American Society for Microbiology,0.99272484,Crossref,42,42,90,"Infectious Diseases,Immunology,Microbiology,Parasitology",Role of Toxin Functional Domains in Anthrax Pathogenesis,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.68.4.1781-1786.2000,68,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            We investigated the role of the functional domains of anthrax toxins during infection. Three proteins produced by
            <jats:italic>Bacillus anthracis</jats:italic>
            , the protective antigen (PA), the lethal factor (LF), and the edema factor (EF), combine in pairs to produce the lethal (PA+LF) and edema (PA+EF) toxins. A genetic strategy was developed to introduce by allelic exchange specific point mutations or in-frame deletions into
            <jats:italic>B. anthracis</jats:italic>
            toxin genes, thereby impairing either LF metalloprotease or EF adenylate cyclase activity or PA functional domains. In vivo effects of toxin mutations were analyzed in an experimental infection of mice. A tight correlation was observed between the properties of anthrax toxins delivered in vivo and their in vitro activities. The synergic effects of the lethal and edema toxins resulted purely from their enzymatic activities, suggesting that in vivo these toxins may act together. The PA-dependent antibody response to LF induced by immunization with live
            <jats:italic>B. anthracis</jats:italic>
            was used to follow the in vivo interaction of LF and PA. We found that the binding of LF to PA in vivo was necessary and sufficient for a strong antibody response against LF, whereas neither LF activity nor binding of lethal toxin complex to the cell surface was required. Mutant PA proteins were cleaved in mice sera. Thus, our data provide evidence that, during anthrax infection, PA may interact with LF before binding to the cell receptor. Immunoprotection studies indicated that the strain producing detoxified LF and EF, isogenic to the current live vaccine Sterne strain, is a safe candidate for use as a vaccine against anthrax.
          </jats:p>",en,Infect Immun,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/iai.69.4.2372-2377.2001,No,No,10.1128/IAI.69.4.2372-2377.2001,Infection and Immunity,7/27/02,3/5/22,2001-04,10.1128/iai.69.4.2372-2377.2001,2/11/23,"0019-9567,1098-5522",4,2001-04,235,2372-2377,10.1128,American Society for Microbiology,0.99252135,Crossref,41,41,120,"Infectious Diseases,Immunology,Microbiology,Parasitology",Influence of Major Histocompatibility Complex on Bacterial Composition of Fecal Flora,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.69.4.2372-2377.2001,69,"<jats:title>ABSTRACT</jats:title>
          <jats:p>Very little is known about how the host genome influences the composition of the gastrointestinal flora, largely due to the great number and diversity of bacteria present in the flora and the difficulties of using traditional methods of bacterial isolation and identification. We have approached the problem by studying bacterium-derived cellular fatty acids in the stool samples of six mouse strains congenic for the major histocompatibility complex (MHC). The results obtained indicate that the composition of the fecal flora is genetically regulated. In addition to undefined gene loci, MHC alone has a pronounced effect, since mice with different MHC in the same background have significantly different fecal floras. Demonstration of the genetic influence on the gastrointestinal flora opens a new approach to studying the pathogenesis of bacterially induced diseases.</jats:p>",en,Infect Immun,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://journals.asm.org/doi/10.1128/iai.72.11.6589-6596.2004,No,No,10.1128/IAI.72.11.6589-6596.2004,Infection and Immunity,10/22/04,3/5/22,2004-11,10.1128/iai.72.11.6589-6596.2004,2/16/23,"0019-9567,1098-5522",11,2004-11,235,6589-6596,10.1128,American Society for Microbiology,0.9929802,Crossref,39,39,61,"Infectious Diseases,Immunology,Microbiology,Parasitology","Quorum Sensing: a Transcriptional Regulatory System Involved in the Pathogenicity of
            <i>Burkholderia mallei</i>",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/iai.72.11.6589-6596.2004,72,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Numerous gram-negative bacterial pathogens regulate virulence factor expression by using a cell density mechanism termed quorum sensing (QS). An in silico analysis of the
            <jats:italic>Burkholderia mallei</jats:italic>
            ATCC 23344 genome revealed that it encodes at least two
            <jats:italic>luxI</jats:italic>
            and four
            <jats:italic>luxR</jats:italic>
            homologues. Using mass spectrometry, we showed that wild-type
            <jats:italic>B. mallei</jats:italic>
            produces the signaling molecules
            <jats:italic>N</jats:italic>
            -octanoyl-homoserine lactone and
            <jats:italic>N</jats:italic>
            -decanoyl-homoserine lactone. To determine if QS is involved in the virulence of
            <jats:italic>B. mallei</jats:italic>
            , we generated mutations in each putative
            <jats:italic>luxIR</jats:italic>
            homologue and tested the pathogenicities of the derivative strains in aerosol BALB/c mouse and intraperitoneal hamster models. Disruption of the
            <jats:italic>B. mallei</jats:italic>
            QS alleles, especially in RJ16 (
            <jats:italic>bmaII</jats:italic>
            ) and RJ17 (
            <jats:italic>bmaI3</jats:italic>
            ), which are
            <jats:italic>luxI</jats:italic>
            mutants, significantly reduced virulence, as indicated by the survival of mice who were aerosolized with 10
            <jats:sup>4</jats:sup>
            CFU (10 50% lethal doses [LD
            <jats:sub>50</jats:sub>
            s]). For the
            <jats:italic>B. mallei</jats:italic>
            transcriptional regulator mutants (
            <jats:italic>luxR</jats:italic>
            homologues), mutation of the
            <jats:italic>bmaR5</jats:italic>
            allele resulted in the most pronounced decrease in virulence, with 100% of the challenged animals surviving a dose of 10 LD
            <jats:sub>50</jats:sub>
            s. Using a Syrian hamster intraperitoneal model of infection, we determined the LD
            <jats:sub>50</jats:sub>
            s for wild-type
            <jats:italic>B. mallei</jats:italic>
            and each QS mutant. An increase in the relative LD
            <jats:sub>50</jats:sub>
            was found for RJ16 (
            <jats:italic>bmaI1</jats:italic>
            ) (&gt;967 CFU), RJ17 (
            <jats:italic>bmaI3</jats:italic>
            ) (115 CFU), and RJ20 (
            <jats:italic>bmaR5</jats:italic>
            ) (151 CFU) compared to wild-type
            <jats:italic>B. mallei</jats:italic>
            (&lt;13 CFU). These findings demonstrate that
            <jats:italic>B. mallei</jats:italic>
            carries multiple
            <jats:italic>luxIR</jats:italic>
            homologues that either directly or indirectly regulate the biosynthesis of an essential virulence factor(s) that contributes to the pathogenicity of
            <jats:italic>B. mallei</jats:italic>
            in vivo.
          </jats:p>",en,Infect Immun,NA,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
