alternative.id,paper,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,title,type,update.policy,url,volume,abstract,language,short.container.title,assertion,author,funder,link,license,reference,published.online,page,update_to,unique_id,html_filename
10.1128/mSystems.00030-15,https://journals.asm.org/doi/10.1128/msystems.00030-15,mSystems,2016-03-09,2022-03-08,2016-04-26,10.1128/msystems.00030-15,2024-07-20,2379-5077,2,2016-04-26,235,10.1128,American Society for Microbiology,0,Crossref,50,50,8,Local Action with Global Impact: Highly Similar Infection Patterns of Human Viruses and Bacteriophages,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00030-15,1,"<jats:p>
            While host-virus interaction interfaces have been previously investigated, relatively little is known about the indirect interactions of pathogen and host proteins required for viral infection and host cell function. Therefore, we investigated the topological relationships of human and bacterial viruses and how they interact with their hosts. We focused on those host proteins that are directly targeted by viruses, those that are required for infection, and those that are essential for both human and bacterial cells (here,
            <jats:named-content content-type=""genus-species"">E. coli</jats:named-content>
            ). Generally, we observed that targeted, required, and essential proteins in both hosts interact in a highly intertwined fashion. While there exist highly similar topological patterns, we found that human viruses target transcription factors through methylases and acetylases, proteins that played no such role in bacteriophages.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00030-15,Data/html/10.1128_msystems.00030-15
10.1128/mSystems.00027-16,https://journals.asm.org/doi/10.1128/msystems.00027-16,mSystems,2016-04-27,2022-03-08,2016-04-26,10.1128/msystems.00027-16,2024-06-21,2379-5077,2,2016-04-26,235,10.1128,American Society for Microbiology,0,Crossref,29,29,44,Application of a Database-Independent Approach To Assess the Quality of Operational Taxonomic Unit Picking Methods,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00027-16,1,<jats:p>Assignment of 16S rRNA gene sequences to operational taxonomic units (OTUs) allows microbial ecologists to overcome the inconsistencies and biases within bacterial taxonomy and provides a strategy for clustering similar sequences that do not have representatives in a reference database.</jats:p>,en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00027-16,Data/html/10.1128_msystems.00027-16
10.1128/mSystems.00038-16,https://journals.asm.org/doi/10.1128/msystems.00038-16,mSystems,2016-04-27,2022-03-08,2016-04-26,10.1128/msystems.00038-16,2024-08-11,2379-5077,2,2016-04-26,235,10.1128,American Society for Microbiology,0,Crossref,44,44,51,From Sample to Multi-Omics Conclusions in under 48 Hours,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00038-16,1,"<jats:p>Polymicrobial infections are difficult to diagnose due to the challenge in comprehensively cultivating the microbes present. Omics methods, such as 16S rRNA sequencing, metagenomics, and metabolomics, can provide a more complete picture of a microbial community and its metabolite production, without the biases and selectivity of microbial culture. However, these advanced methods have not been applied to clinical or industrial microbiology or other areas where complex microbial dysbioses require immediate intervention. The reason for this is the length of time required to generate and analyze omics data. Here, we describe the development and application of a pipeline for multi-omics data analysis in time frames matching those of the culture-based approaches often used for these applications. This study applied multi-omics methods effectively in clinically relevant time frames and sets a precedent toward their implementation in clinical medicine and industrial microbiology.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00038-16,Data/html/10.1128_msystems.00038-16
10.1128/mSystems.00033-16,https://journals.asm.org/doi/10.1128/msystems.00033-16,mSystems,2016-04-20,2022-03-08,2016-04-26,10.1128/msystems.00033-16,2024-07-19,2379-5077,2,2016-04-26,235,10.1128,American Society for Microbiology,0,Crossref,23,23,32,The Built Environment Is a Microbial Wasteland,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00033-16,1,<jats:p>Humanity’s transition from the outdoor environment to the built environment (BE) has reduced our exposure to microbial diversity. The relative importance of factors that contribute to the composition of human-dominated BE microbial communities remains largely unknown.</jats:p>,en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00033-16,Data/html/10.1128_msystems.00033-16
10.1128/mSystems.00027-15,https://journals.asm.org/doi/10.1128/msystems.00027-15,mSystems,2016-04-27,2022-03-08,2016-04-26,10.1128/msystems.00027-15,2024-09-02,2379-5077,2,2016-04-26,235,10.1128,American Society for Microbiology,0,Crossref,83,83,32,Proteomic Stable Isotope Probing Reveals Taxonomically Distinct Patterns in Amino Acid Assimilation by Coastal Marine Bacterioplankton,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00027-15,1,"<jats:p>An estimated 50 gigatons of carbon is annually fixed within marine systems, of which heterotrophic microbial populations process nearly half. These communities vary in composition and activity across spatial and temporal scales, so understanding how these changes affect global processes requires the delineation of functional roles for individual members. In a step toward ascertaining these roles, we applied proteomic stable isotope probing to quantify the assimilation of organic carbon from DFAAs into microbial protein biomass, since the turnover of DFAAs accounts for a substantial fraction of marine microbial carbon metabolism that is directed into biomass production. We conducted experiments at two coastal North Pacific locations and found taxonomically distinct responses. This approach allowed us to compare amino acid assimilation by specific bacterioplankton populations and characterize their allocation of this substrate among cellular functions.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00027-15,Data/html/10.1128_msystems.00027-15
10.1128/mSystems.00028-16,https://journals.asm.org/doi/10.1128/msystems.00028-16,mSystems,2016-03-30,2022-03-08,2016-04-26,10.1128/msystems.00028-16,2024-09-16,2379-5077,2,2016-04-26,235,10.1128,American Society for Microbiology,0,Crossref,33,33,376,Getting the Hologenome Concept Right: an Eco-Evolutionary Framework for Hosts and Their Microbiomes,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00028-16,1,"<jats:p>Given the complexity of host-microbiota symbioses, scientists and philosophers are asking questions at new biological levels of hierarchical organization—what is a holobiont and hologenome? When should this vocabulary be applied? Are these concepts a null hypothesis for host-microbe systems or limited to a certain spectrum of symbiotic interactions such as host-microbial coevolution? Critical discourse is necessary in this nascent area, but productive discourse requires that skeptics and proponents use the same lexicon.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00028-16,Data/html/10.1128_msystems.00028-16
10.1128/mSystems.00038-15,https://journals.asm.org/doi/10.1128/msystems.00038-15,mSystems,2016-04-13,2022-03-08,2016-04-26,10.1128/msystems.00038-15,2024-08-11,2379-5077,2,2016-04-26,235,10.1128,American Society for Microbiology,0,Crossref,102,102,53,Comprehensive Transcriptome Profiles of Streptococcus mutans UA159 Map Core Streptococcal Competence Genes,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00038-15,1,"<jats:p>
            <jats:named-content content-type=""genus-species"">S. mutans</jats:named-content>
            has the hard surfaces of the oral cavity as its natural habitat, where it depends on its ability to form biofilms in order to survive. The comprehensive identification of
            <jats:named-content content-type=""genus-species"">S. mutans</jats:named-content>
            regulons activated in response to peptide pheromones provides an important basis for understanding how
            <jats:named-content content-type=""genus-species"">S. mutans</jats:named-content>
            can transition from individual to social behavior. Our study placed 27 of the 29 transcripts activated during competence within three major regulons and revealed a core set of 27 panstreptococcal competence-activated genes within the SigX regulon.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00038-15,Data/html/10.1128_msystems.00038-15
10.1128/mSystems.00022-16,https://journals.asm.org/doi/10.1128/msystems.00022-16,mSystems,2016-04-20,2022-03-08,2016-04-26,10.1128/msystems.00022-16,2024-09-19,2379-5077,2,2016-04-26,235,10.1128,American Society for Microbiology,0,Crossref,42,42,104,Geography and Location Are the Primary Drivers of Office Microbiome Composition,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00022-16,1,"<jats:p>Our study highlights several points that should impact the design of future studies of the microbiology of BEs. First, projects tracking changes in BE bacterial communities should focus sampling efforts on surveying different locations in offices and in different cities but not necessarily different materials or different offices in the same city. Next, disturbance due to repeated sampling, though detectable, is small compared to that due to other variables, opening up a range of longitudinal study designs in the BE. Next, studies requiring more samples than can be sequenced on a single sequencing run (which is increasingly common) must control for run effects by including some of the same samples in all of the sequencing runs as technical replicates. Finally, detailed tracking of indoor and material environment covariates is likely not essential for BE microbiome studies, as the normal range of indoor environmental conditions is likely not large enough to impact bacterial communities.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00022-16,Data/html/10.1128_msystems.00022-16
10.1128/mSystems.00028-15,https://journals.asm.org/doi/10.1128/msystems.00028-15,mSystems,2016-05-04,2022-03-08,2016-06-28,10.1128/msystems.00028-15,2024-08-09,2379-5077,3,2016-06-28,235,10.1128,American Society for Microbiology,0,Crossref,83,83,54,An Integrated Metabolomic and Genomic Mining Workflow To Uncover the Biosynthetic Potential of Bacteria,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00028-15,1,"<jats:p>
            We here combine chemical analysis and genomics to probe for new bioactive secondary metabolites based on their pattern of distribution within bacterial species. We demonstrate the usefulness of this combined approach in a group of marine Gram-negative bacteria closely related to
            <jats:named-content content-type=""genus-species"">Pseudoalteromonas luteoviolacea</jats:named-content>
            , which is a species known to produce a broad spectrum of chemicals. The approach allowed us to identify new antibiotics and their associated biosynthetic pathways. Combining chemical analysis and genetics is an efficient “mining” workflow for identifying diverse pharmaceutical candidates in a broad range of microorganisms and therefore of great use in bioprospecting.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00028-15,Data/html/10.1128_msystems.00028-15
10.1128/mSystems.00003-16,https://journals.asm.org/doi/10.1128/msystems.00003-16,mSystems,2016-05-25,2022-03-08,2016-06-28,10.1128/msystems.00003-16,2024-08-11,2379-5077,3,2016-06-28,235,10.1128,American Society for Microbiology,0,Crossref,41,41,20,"Differential Functional Constraints Cause Strain-Level Endemism in
            <i>Polynucleobacter</i>
            Populations",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00003-16,1,"<jats:p>
            Understanding the biological factors influencing habitat-wide genetic endemism is important for explaining observed biogeographic patterns.
            <jats:italic>Polynucleobacter</jats:italic>
            is a genus of bacteria that seems to have found a way to colonize myriad freshwater ecosystems and by doing so has become one of the most abundant bacteria in these environments. We sequenced metagenomes from locations across the Chicago River system and assembled
            <jats:italic>Polynucleobacter</jats:italic>
            genomes from different sites and compared how the nucleotide composition, gene codon usage, and the ratio of synonymous (codes for the same amino acid) to nonsynonymous (codes for a different amino acid) mutations varied across these population genomes at each site. The environmental pressures at each site drove purifying selection for functional traits that maintained a streamlined core genome across the Chicago River
            <jats:italic>Polynucleobacter</jats:italic>
            population while allowing for site-specific genomic adaptation. These adaptations enable
            <jats:italic>Polynucleobacter</jats:italic>
            to become dominant across different riverine environmental gradients.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00003-16,Data/html/10.1128_msystems.00003-16
10.1128/mSystems.00050-16,https://journals.asm.org/doi/10.1128/msystems.00050-16,mSystems,2016-06-29,2022-03-08,2016-06-28,10.1128/msystems.00050-16,2024-08-11,2379-5077,3,2016-06-28,235,10.1128,American Society for Microbiology,0,Crossref,8,8,23,Avoiding Pandemic Fears in the Subway and Conquering the Platypus,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00050-16,1,"<jats:p>
            Metagenomics is increasingly used not just to show patterns of microbial diversity but also as a culture-independent method to detect individual organisms of intense clinical, epidemiological, conservation, forensic, or regulatory interest. A widely reported metagenomic study of the New York subway suggested that the pathogens
            <jats:named-content content-type=""genus-species"">Yersinia pestis</jats:named-content>
            and
            <jats:named-content content-type=""genus-species"">Bacillus anthracis</jats:named-content>
            were part of the “normal subway microbiome.”
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00050-16,Data/html/10.1128_msystems.00050-16
10.1128/mSystems.00029-16,https://journals.asm.org/doi/10.1128/msystems.00029-16,mSystems,2016-05-25,2022-03-08,2016-06-28,10.1128/msystems.00029-16,2024-08-24,2379-5077,3,2016-06-28,235,10.1128,American Society for Microbiology,0,Crossref,83,83,79,Long-Term Evolution of Burkholderia multivorans during a Chronic Cystic Fibrosis Infection Reveals Shifting Forces of Selection,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00029-16,1,"<jats:p>
            Bacteria may become genetically and phenotypically diverse during long-term colonization of cystic fibrosis (CF) patient lungs, yet our understanding of within-host evolutionary processes during these infections is lacking. Here we combined current genome sequencing technologies and detailed phenotypic profiling of the opportunistic pathogen
            <jats:named-content content-type=""genus-species"">Burkholderia multivorans</jats:named-content>
            using sequential isolates sampled from a CF patient over 20 years. The evolutionary history of these isolates highlighted bacterial genes and pathways that were likely subject to strong selection within the host and were associated with altered phenotypes, such as biofilm production, motility, and antimicrobial resistance. Importantly, multiple lineages coexisted for years or even decades within the infection, and the period of diversification within the dominant lineage was associated with deterioration of the patient’s lung function. Identifying traits under strong selection during chronic infection not only sheds new light onto
            <jats:italic>Burkholderia</jats:italic>
            evolution but also sets the stage for tailored therapeutics targeting the prevailing lineages associated with disease progression.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00029-16,Data/html/10.1128_msystems.00029-16
10.1128/mSystems.00014-16,https://journals.asm.org/doi/10.1128/msystems.00014-16,mSystems,2016-05-04,2024-06-16,2016-06-28,10.1128/msystems.00014-16,2024-08-24,2379-5077,3,2016-06-28,235,10.1128,American Society for Microbiology,0,Crossref,97,97,30,OsdR of Streptomyces coelicolor and the Dormancy Regulator DevR of Mycobacterium tuberculosis Control Overlapping Regulons,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00014-16,1,"<jats:p>Dormancy is a state of growth cessation that allows bacteria to escape the host defense system and antibiotic challenge. Understanding the mechanisms that control dormancy is of key importance for the treatment of latent infections, such as those from<jats:named-content content-type=""genus-species"">Mycobacterium tuberculosis</jats:named-content>. In mycobacteria, dormancy is controlled by the response regulator DevR, which responds to conditions of hypoxia. Here, we show that OsdR of<jats:named-content content-type=""genus-species"">Streptomyces coelicolor</jats:named-content>recognizes the same regulatory element and controls a regulon that consists of genes involved in the control of stress and development. Only the core regulon in the direct vicinity of<jats:italic>dosR</jats:italic>and<jats:italic>osdR</jats:italic>is conserved between<jats:named-content content-type=""genus-species"">M. tuberculosis</jats:named-content>and<jats:named-content content-type=""genus-species"">S. coelicolor</jats:named-content>, respectively. Thus, we show how the system has diverged from allowing escape from the host defense system by mycobacteria to the control of sporulation by complex multicellular streptomycetes. This provides novel insights into how bacterial growth and development are coordinated with the environmental conditions.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00014-16,Data/html/10.1128_msystems.00014-16
