paper,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,title,type,url,volume,language,author,alternative.id,update.policy,abstract,short.container.title,assertion,link,license,reference,update_to,funder,published.online,unique_id,html_filename
https://journals.asm.org/doi/10.1128/154288105x14285806609214,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2005-05-01,10.1128/154288105x14285806609214,2022-03-31,"1935-7877,1935-7885",1,2005-05-01,235,3-7,10.1128,American Society for Microbiology,0,Crossref,0,0,2,Alternative Assessment Strategy and Its Impact on Student Comprehension in an Undergraduate Microbiology Course,journal-article,http://dx.doi.org/10.1128/154288105x14285806609214,6,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288105x14285806609214,Data/html/10.1128_154288105x14285806609214
https://journals.asm.org/doi/10.1128/154288105x14285806484899,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2005-05-01,10.1128/154288105x14285806484899,2024-07-22,"1935-7877,1935-7885",1,2005-05-01,235,14-19,10.1128,American Society for Microbiology,0,Crossref,0,0,2,Integrating Statistics with a Microbiology Laboratory Activity,journal-article,http://dx.doi.org/10.1128/154288105x14285806484899,6,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288105x14285806484899,Data/html/10.1128_154288105x14285806484899
https://journals.asm.org/doi/10.1128/154288105x14285806557005,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2005-05-01,10.1128/154288105x14285806557005,2022-03-29,"1935-7877,1935-7885",1,2005-05-01,235,28-35,10.1128,American Society for Microbiology,0,Crossref,0,0,1,Development and Evaluation of an Electronic Guide for Introductory Microbiology Skills,journal-article,http://dx.doi.org/10.1128/154288105x14285806557005,6,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288105x14285806557005,Data/html/10.1128_154288105x14285806557005
https://journals.asm.org/doi/10.1128/154288105x14285806518972,Journal of Microbiology &amp; Biology Education,2015-05-30,2016-05-18,2005-05-01,10.1128/154288105x14285806518972,2022-03-29,"1935-7877,1935-7885",1,2005-05-01,235,20-27,10.1128,American Society for Microbiology,0,Crossref,0,0,1,Assessment of Student Skills for Critiquing Published Primary Scientific Literature Using a Primary Trait Analysis Scale,journal-article,http://dx.doi.org/10.1128/154288105x14285806518972,6,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288105x14285806518972,Data/html/10.1128_154288105x14285806518972
https://journals.asm.org/doi/10.1128/154288105x14285806642136,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2005-05-01,10.1128/154288105x14285806642136,2022-03-31,"1935-7877,1935-7885",1,2005-05-01,235,8-13,10.1128,American Society for Microbiology,0,Crossref,0,0,4,A “Hybrid” Bacteriology Course: The Professor’s Design and Expectations; The Students’ Performance and Assessment,journal-article,http://dx.doi.org/10.1128/154288105x14285806642136,6,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288105x14285806642136,Data/html/10.1128_154288105x14285806642136
https://journals.asm.org/doi/10.1128/154288106x14285807012764,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2006-05-01,10.1128/154288106x14285807012764,2024-09-09,"1935-7877,1935-7885",1,2006-05-01,235,3-11,10.1128,American Society for Microbiology,0,Crossref,0,0,8,Evaluating the Impact of a Classroom Response System in a Microbiology Course,journal-article,http://dx.doi.org/10.1128/154288106x14285807012764,7,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288106x14285807012764,Data/html/10.1128_154288106x14285807012764
https://journals.asm.org/doi/10.1128/154288106x14285806660487,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2006-05-01,10.1128/154288106x14285806660487,2022-04-03,"1935-7877,1935-7885",1,2006-05-01,235,12-19,10.1128,American Society for Microbiology,0,Crossref,0,0,2,An Evaluation of Web-Based Case Studies in Microscopy,journal-article,http://dx.doi.org/10.1128/154288106x14285806660487,7,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288106x14285806660487,Data/html/10.1128_154288106x14285806660487
https://journals.asm.org/doi/10.1128/154288106x14285806946057,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2006-05-01,10.1128/154288106x14285806946057,2022-04-04,"1935-7877,1935-7885",1,2006-05-01,235,20-27,10.1128,American Society for Microbiology,0,Crossref,0,0,1,The Delta Cooperative Model: a Dynamic and Innovative Team-Work Activity to Develop Research Skills in Microbiology,journal-article,http://dx.doi.org/10.1128/154288106x14285806946057,7,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_154288106x14285806946057,Data/html/10.1128_154288106x14285806946057
https://journals.asm.org/doi/10.1128/jmbe.8.1.13-21.2007,Journal of Microbiology &amp; Biology Education,2021-06-07,2022-03-04,2007-01,10.1128/jmbe.8.1.13-21.2007,2023-09-12,"1935-7877,1935-7885",1,2007-01,235,13-21,10.1128,American Society for Microbiology,0,Crossref,23,23,2,A Discussion Group Program Enhances the Conceptual Reasoning Skills of Students Enrolled in a Large Lecture-Format Introductory Biology Course,journal-article,http://dx.doi.org/10.1128/jmbe.8.1.13-21.2007,8,en,,10.1128/jmbe.8.1.13-21.2007,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,"<jats:p>It has been well-established that discussion groups enhance student learning in large lecture courses. The goal of this study was to determine the impact of a discussion group program on the development of conceptual reasoning skills of students enrolled in a large lecture-format introductory biology course. In the discussion group, students worked on problems based on topics discussed in lecture. The program was evaluated using three assessment tools. First, student responses to pre- and posttests were analyzed. The test question asked the students to demonstrate the relationships between 10 different but related terms. Use of a concept map to link the terms indicated an advanced level of conceptual reasoning skills. There was a 13.8% increase in the use of concept maps from pre- to posttest. Second, the students took a Likert-type survey to determine the perceived impact of the program on their conceptual reasoning skills. Many of the students felt that the program helped them understand and use the main course concepts to logically solve problems. Finally, average exam grades increased as the semester progressed. The average final grade in the course was 75%. Students enrolled in the course the previous year (where the lecture component of the course did not assess or reflect student learning in the discussion group) had an average final grade of 69%. The results of this study demonstrate that the discussion group program improves the conceptual reasoning skills of students enrolled in a large lecture-format introductory biology course.</jats:p>",J Microbiol Biol Educ.,,,,,,,NA,10.1128_jmbe.8.1.13-21.2007,Data/html/10.1128_jmbe.8.1.13-21.2007
https://journals.asm.org/doi/10.1128/jmbe.8.1.3-12.2007,Journal of Microbiology &amp; Biology Education,2021-06-07,2022-03-04,2007-01,10.1128/jmbe.8.1.3-12.2007,2022-04-01,"1935-7877,1935-7885",1,2007-01,235,3-12,10.1128,American Society for Microbiology,0,Crossref,14,14,0,DNA Microarrays in the Undergraduate Microbiology Lab: Experimentation and Handling Large Datasets in as Few as Six Weeks,journal-article,http://dx.doi.org/10.1128/jmbe.8.1.3-12.2007,8,en,,10.1128/jmbe.8.1.3-12.2007,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,"<jats:p>DNA microarrays have significantly impacted the study of gene expression on a genome-wide level but also have forced a more global consideration of research questions. As such, it has become critical to introduce undergraduate students to genomics approaches to research. A challenge with performing a DNA microarray experiment in the teaching lab is determining the time required for the study and how to handle the voluminous data generated. At an unexpectedly low cost, a 6-week, project-based lab module has been developed that provides 3 weeks for wet lab (hands-on work with the DNA microarrays) and 3 weeks for dry lab (analyzing data, using databases to help with data analysis, and considering the meaning of data within the large dataset). Options exist for extending the number of weeks dedicated to the project, but 6 weeks is sufficient for providing an introduction to both experimental genomics and data analysis. Students indicate that being able to both perform array experiments and thoroughly analyze data enriches their understanding of genomics and the complexity of biological systems.</jats:p>",J Microbiol Biol Educ.,,,,,,,NA,10.1128_jmbe.8.1.3-12.2007,Data/html/10.1128_jmbe.8.1.3-12.2007
https://journals.asm.org/doi/10.1128/jmbe.8.1.28-35.2007,Journal of Microbiology &amp; Biology Education,2021-06-07,2022-03-04,2007-01,10.1128/jmbe.8.1.28-35.2007,2022-03-29,"1935-7877,1935-7885",1,2007-01,235,28-35,10.1128,American Society for Microbiology,0,Crossref,14,14,1,"Learning Geomicrobiology as a Team Using Microbial Mats, a Multidisciplinary Approach",journal-article,http://dx.doi.org/10.1128/jmbe.8.1.28-35.2007,8,en,,10.1128/jmbe.8.1.28-35.2007,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,"<jats:p>Microbial mats are one of the best suited laminar organo-sedimentary ecosystems for students from different educational backgrounds to visualize the direct relationship between microbes and minerals. We have used tropical hypersaline microbial mats from Puerto Rico as educational tools to promote active learning of geomicrobiology introductory concepts for undergraduate students organized in multidisciplinary teams with biological and geological backgrounds. Besides field trips and independent research projects focused on microbial mats, four intensive workshops and one capstone activity were designed to expose students to the different geomicrobiology subdisciplines (microbiology, molecular biology, geology, and geochemistry). The teaching-learning process was assessed using pre- and posttests, group discussions, activities including Gallery Walks and exquisite cadaver’s, case studies, and focal interviews. While the posttest showed a significant difference in conceptual understanding, the Gallery Walk and the capstone activities demonstrated increase in the depth, coherence, and thoughtfulness in answering questions, including a clear integration of the different subdisciplines during their presentations. Finally, the main themes described by the students as important outcomes of their participation in the Research at Undergraduate Institutions: Microbial Observatory (RUI-MO) program were: (i) the opportunity to study and learn new and different science disciplines, (ii) the microbial mats were excellent tools to learn from and integrate different science disciplines, and (iii) working in multidisciplinary teams gave them the opportunity to learn from their peers’ discipline backgrounds. To our knowledge this is the first educational initiative that uses tropical hypersaline microbial mats to teach geomicrobiology in a multidisciplinary fashion.</jats:p>",J Microbiol Biol Educ.,,,,,,,NA,10.1128_jmbe.8.1.28-35.2007,Data/html/10.1128_jmbe.8.1.28-35.2007
https://journals.asm.org/doi/10.1128/jmbe.8.1.22-27.2007,Journal of Microbiology &amp; Biology Education,2021-06-07,2022-03-04,2007-01,10.1128/jmbe.8.1.22-27.2007,2023-09-14,"1935-7877,1935-7885",1,2007-01,235,22-27,10.1128,American Society for Microbiology,0,Crossref,12,12,1,Comparison of Online and Onsite Bioinformatics Instruction for a Fully Online Bioinformatics Master’s Program,journal-article,http://dx.doi.org/10.1128/jmbe.8.1.22-27.2007,8,en,,10.1128/jmbe.8.1.22-27.2007,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,"<jats:p>The completely online Master of Science in Bioinformatics program differs from the onsite program only in the mode of content delivery. Analysis of student satisfaction indicates no statistically significant difference between most online and onsite student responses, however, online and onsite students do differ significantly in their responses to a few questions on the course evaluation queries. Analysis of student exam performance using three assessments indicates that there was no significant difference in grades earned by students in online and onsite courses. These results suggest that our model for online bioinformatics education provides students with a rigorous course of study that is comparable to onsite course instruction and possibly provides a more rigorous course load and more opportunities for participation.</jats:p>",J Microbiol Biol Educ.,,,,,,,NA,10.1128_jmbe.8.1.22-27.2007,Data/html/10.1128_jmbe.8.1.22-27.2007
https://journals.asm.org/doi/10.1128/193578807x14285805110719,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-01-28,2007-05-17,10.1128/193578807x14285805110719,2024-03-02,"1935-7877,1935-7885",1,2007-05-17,235,22-27,10.1128,American Society for Microbiology,0,Crossref,0,0,0,Comparison of Online and Onsite Bioinformatics Instruction for a Fully Online Bioinformatics Master’s Program,journal-article,http://dx.doi.org/10.1128/193578807x14285805110719,8,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_193578807x14285805110719,Data/html/10.1128_193578807x14285805110719
https://journals.asm.org/doi/10.1128/193578807x14285805164819,Journal of Microbiology &amp; Biology Education,2015-05-30,2016-01-28,2007-05-17,10.1128/193578807x14285805164819,2024-03-02,"1935-7877,1935-7885",1,2007-05-17,235,28-35,10.1128,American Society for Microbiology,0,Crossref,0,0,0,"Learning Geomicrobiology as a Team Using Microbial Mats, a Multidisciplinary Approach",journal-article,http://dx.doi.org/10.1128/193578807x14285805164819,8,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_193578807x14285805164819,Data/html/10.1128_193578807x14285805164819
https://journals.asm.org/doi/10.1128/193578807x14285807361449,Journal of Microbiology &amp; Biology Education,2015-05-30,2016-05-18,2007-05-17,10.1128/193578807x14285807361449,2023-08-29,"1935-7877,1935-7885",1,2007-05-17,235,3-12,10.1128,American Society for Microbiology,0,Crossref,0,0,5,DNA Microarrays in the Undergraduate Microbiology Lab: Experimentation and Handling Large Datasets in as Few as Six Weeks,journal-article,http://dx.doi.org/10.1128/193578807x14285807361449,8,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_193578807x14285807361449,Data/html/10.1128_193578807x14285807361449
https://journals.asm.org/doi/10.1128/193578807x14285807269938,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-05-18,2007-05-17,10.1128/193578807x14285807269938,2022-04-06,"1935-7877,1935-7885",1,2007-05-17,235,22-27,10.1128,American Society for Microbiology,0,Crossref,0,0,2,Comparison of Online and Onsite Bioinformatics Instruction for a Fully Online Bioinformatics Master’s Program,journal-article,http://dx.doi.org/10.1128/193578807x14285807269938,8,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_193578807x14285807269938,Data/html/10.1128_193578807x14285807269938
https://journals.asm.org/doi/10.1128/193578807x14285805074512,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-01-28,2007-05-17,10.1128/193578807x14285805074512,2024-03-02,"1935-7877,1935-7885",1,2007-05-17,235,13-21,10.1128,American Society for Microbiology,0,Crossref,0,0,0,A Discussion Group Program Enhances the Conceptual Reasoning Skills of Students Enrolled in a Large Lecture-Format Introductory Biology Course,journal-article,http://dx.doi.org/10.1128/193578807x14285805074512,8,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_193578807x14285805074512,Data/html/10.1128_193578807x14285805074512
https://journals.asm.org/doi/10.1128/193578807x14285807236222,Journal of Microbiology &amp; Biology Education,2015-05-30,2016-05-18,2007-05-17,10.1128/193578807x14285807236222,2024-09-19,"1935-7877,1935-7885",1,2007-05-17,235,13-21,10.1128,American Society for Microbiology,0,Crossref,0,0,12,A Discussion Group Program Enhances the Conceptual Reasoning Skills of Students Enrolled in a Large Lecture-Format Introductory Biology Course,journal-article,http://dx.doi.org/10.1128/193578807x14285807236222,8,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_193578807x14285807236222,Data/html/10.1128_193578807x14285807236222
https://journals.asm.org/doi/10.1128/193578807x14285807315242,Journal of Microbiology &amp; Biology Education,2015-05-30,2016-05-18,2007-05-17,10.1128/193578807x14285807315242,2022-04-05,"1935-7877,1935-7885",1,2007-05-17,235,28-35,10.1128,American Society for Microbiology,0,Crossref,0,0,1,"Learning Geomicrobiology as a Team Using Microbial Mats, a Multidisciplinary Approach",journal-article,http://dx.doi.org/10.1128/193578807x14285807315242,8,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_193578807x14285807315242,Data/html/10.1128_193578807x14285807315242
https://journals.asm.org/doi/10.1128/193578807x14285805213265,Journal of Microbiology &amp; Biology Education,2015-05-29,2016-01-28,2007-05-17,10.1128/193578807x14285805213265,2024-03-02,"1935-7877,1935-7885",1,2007-05-17,235,3-12,10.1128,American Society for Microbiology,0,Crossref,0,0,0,DNA Microarrays in the Undergraduate Microbiology Lab: Experimentation and Handling Large Datasets in as Few as Six Weeks,journal-article,http://dx.doi.org/10.1128/193578807x14285805213265,8,en,,NA,NA,NA,NA,,,,,,,NA,10.1128_193578807x14285805213265,Data/html/10.1128_193578807x14285805213265
https://journals.asm.org/doi/10.1128/jmbe.v9.92,Journal of Microbiology &amp; Biology Education,2009-12-21,2022-03-04,2008-01,10.1128/jmbe.v9.92,2023-09-13,"1935-7877,1935-7885",1,2008-01,235,30-37,10.1128,American Society for Microbiology,0,Crossref,16,16,4,Construction and Evaluation of an Online Microbiology Course for Nonscience Majors,journal-article,http://dx.doi.org/10.1128/jmbe.v9.92,9,en,,10.1128/jmbe.v9.92,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,"<jats:p>The development of web-based technologies provides a new method for course delivery. As with any new technique, evaluation is a necessary tool to determine if the method is consistent with expectations. This study describes the conversion of a nonscience majors’ microbiology lecture course to online delivery and evaluates the hypothesis that the online course can be as effective as the traditional course. Course examination scores are compared between the face-to-face and online sections over a 3-year period. On all but one of the course examinations, no significant difference is found for those students in these two distinctly different course types. The success rate, as defined by those students earning grades of C or better, is high for both course types, although the traditional course success rate is slightly higher. Student evaluations of the courses are also positive, though some differences are noted. Overall, student performance in the online course is equivalent to that in the traditional course.</jats:p>",J Microbiol Biol Educ.,,,,,,,NA,10.1128_jmbe.v9.92,Data/html/10.1128_jmbe.v9.92
